account_id,customer_id,account_type,account_status,account_balance,opened_date
A0002689,C002503,Premium,Closed,41114.36,2017-08-21
A0002690,C002504,Savings,Active,92580.92,2024-05-11
A0002691,C002504,Current,Active,25858.31,2024-11-30
A0002692,C002505,Savings,Active,113003.1,2023-02-22
A0002693,C002506,Salary,Active,17471.43,2023-09-11
A0002694,C002507,Current,Active,90116.38,2022-04-04
A0002695,C002508,Salary,Active,28307.69,2017-10-03
A0002696,C002510,Salary,Active,132306.81,2016-11-07
A0002697,C002511,Savings,Active,39739.95,2022-10-20
A0002698,C002511,Savings,Active,46845.83,2024-06-20
A0002699,C002513,Salary,Active,13050.22,2024-11-30
A0002700,C002513,Savings,Closed,79029.9,2022-11-04
A0002701,C002514,Savings,Active,72921.8,2024-11-30
A0002702,C002515,Savings,Active,65084.34,2024-07-05
A0002703,C002516,Savings,Active,58151.35,2024-11-30
A0002704,C002518,Current,Active,7193.34,2022-09-10
A0002705,C002518,Savings,Active,13547.26,2022-03-13
A0002706,C002519,Salary,Active,54602.62,2020-12-13
A0002707,C002520,Savings,Active,25563.9,2022-10-25
A0002708,C002522,Savings,Active,18408.02,2019-09-23
A0002709,C002523,Current,Active,33094.44,2024-08-10
A0002710,C002523,Current,Active,50281.13,2024-11-30
A0002711,C002524,Current,Active,9150.05,2017-03-11
A0002712,C002524,Current,Dormant,21031.39,2016-10-23
A0002713,C002525,Salary,Active,107061.85,2021-11-21
A0002714,C002526,Premium,Active,42608.62,2019-11-22
A0002715,C002527,Current,Active,131508.21,2024-01-17
A0002716,C002528,Premium,Active,102999.53,2021-05-20
A0002717,C002530,Current,Active,9984.88,2017-10-11
A0002718,C002531,Savings,Active,23359.97,2022-01-11
A0002719,C002531,Premium,Active,60585.8,2020-01-19
A0002720,C002532,Premium,Active,235243.59,2019-11-16
A0002721,C002533,Salary,Active,17499.84,2024-11-30
A0002722,C002534,Savings,Active,11541.92,2021-11-12
A0002723,C002534,Salary,Active,24135.54,2021-03-03
A0002724,C002535,Salary,Active,51566.63,2023-11-02
A0002725,C002536,Savings,Active,407377.11,2020-07-29
A0002726,C002537,Savings,Active,31259.02,2016-06-07
A0002727,C002537,Savings,Active,31501.57,2018-08-15
A0002728,C002538,Current,Active,15183.13,2021-05-18
A0002729,C002538,Salary,Active,69646.68,2020-11-04
A0002730,C002539,Savings,Active,196380.08,2021-05-09
A0002731,C002540,Savings,Closed,19342.22,2022-04-15
A0002732,C002541,Savings,Active,11465.28,2017-03-26
A0002733,C002542,Current,Active,40762.41,2016-10-04
A0002734,C002542,Current,Active,65312.6,2015-02-19
A0002735,C002543,Savings,Active,37979.22,2020-07-22
A0002736,C002544,Current,Active,29648.76,2020-12-11
A0002737,C002546,Current,Active,34864.07,2022-09-01
A0002738,C002548,Current,Dormant,13403.05,2022-05-24
A0002739,C002549,Savings,Active,34197.53,2022-04-25
A0002740,C002551,Current,Active,45802.56,2018-06-12
A0002741,C002553,Savings,Active,94532.35,2021-04-30
A0002742,C002553,Savings,Active,14681.74,2019-11-14
A0002743,C002554,Current,Dormant,79596.07,2018-11-12
A0002744,C002555,Savings,Active,110827.04,2022-03-24
A0002745,C002556,Current,Closed,36219.9,2017-12-03
A0002746,C002558,Savings,Active,52404.96,2018-10-15
A0002747,C002559,Premium,Closed,341466.81,2020-05-30
A0002748,C002560,Savings,Active,2969.06,2018-12-18
A0002749,C002561,Current,Active,25354.75,2020-11-30
A0002750,C002561,Salary,Dormant,76656.68,2021-06-18
A0002751,C002562,Savings,Active,28054.34,2020-12-06
A0002752,C002562,Savings,Active,24069.12,2018-08-28
A0002753,C002563,Current,Active,116851.33,2020-05-03
A0002754,C002564,Savings,Active,316836.0,2022-06-25
A0002755,C002566,Savings,Active,10526.11,2023-06-01
A0002756,C002567,Premium,Active,297543.77,2015-09-28
A0002757,C002569,Salary,Active,41330.21,2023-01-29
A0002758,C002570,Savings,Active,36454.41,2018-07-13
A0002759,C002571,Current,Dormant,5148.74,2019-05-14
A0002760,C002572,Premium,Closed,188505.8,2021-11-14
A0002761,C002573,Savings,Active,20126.99,2019-09-14
A0002762,C002574,Salary,Active,93642.33,2018-05-18
A0002763,C002575,Salary,Active,80975.7,2017-08-21
A0002764,C002577,Current,Active,28195.12,2016-02-11
A0002765,C002578,Current,Active,18220.1,2024-11-30
A0002766,C002581,Salary,Active,55213.54,2022-02-20
A0002767,C002582,Current,Dormant,20277.06,2020-03-04
A0002768,C002583,Savings,Active,46648.8,2019-10-01
A0002769,C002585,Current,Active,40879.15,2017-04-22
A0002770,C002586,Current,Active,44405.66,2024-10-04
A0002771,C002587,Savings,Active,17999.35,2024-05-22
A0002772,C002588,Current,Active,21498.24,2022-11-14
A0002773,C002589,Current,Active,54789.82,2024-11-30
A0002774,C002589,Savings,Active,49346.57,2024-11-30
A0002775,C002590,Salary,Active,126995.77,2024-08-20
A0002776,C002591,Current,Active,75651.86,2024-03-23
A0002777,C002592,Current,Active,96549.27,2021-05-26
A0002778,C002592,Savings,Active,78545.47,2019-12-20
A0002779,C002593,Current,Active,70896.88,2024-03-04
A0002780,C002594,Savings,Active,39242.98,2016-11-23
A0002781,C002594,Current,Active,52076.31,2018-01-25
A0002782,C002595,Savings,Active,73588.24,2021-08-03
A0002783,C002596,Savings,Active,25803.74,2024-11-30
A0002784,C002596,Savings,Active,67472.66,2023-09-08
A0002785,C002597,Current,Active,111219.66,2017-02-10
A0002786,C002599,Salary,Active,145032.7,2024-07-09
A0002787,C002599,Savings,Active,50962.45,2024-11-30
A0002788,C002600,Salary,Active,75256.64,2020-09-10
A0002789,C002601,Salary,Active,130766.73,2024-11-30
A0002790,C002602,Savings,Active,136826.29,2017-11-22
A0002791,C002603,Savings,Active,104965.09,2024-11-30
A0002792,C002603,Current,Active,39499.28,2024-09-16
A0002793,C002605,Savings,Active,29967.49,2020-07-19
A0002794,C002606,Salary,Active,146780.9,2024-11-30
A0002795,C002607,Savings,Active,124668.7,2020-12-15
A0002796,C002608,Savings,Dormant,21572.6,2022-05-05
A0002797,C002609,Savings,Active,18218.77,2020-05-07
A0002798,C002610,Savings,Active,75422.76,2016-08-14
A0002799,C002610,Savings,Active,230899.75,2017-06-16
A0002800,C002611,Salary,Active,58688.22,2019-10-12
A0002801,C002611,Savings,Closed,28740.84,2020-10-24
A0002802,C002612,Savings,Active,49103.82,2017-09-24
A0002803,C002613,Salary,Active,36459.15,2017-03-27
A0002804,C002615,Savings,Active,23472.45,2017-09-11
A0002805,C002616,Salary,Active,22989.61,2019-10-06
A0002806,C002617,Savings,Dormant,80806.26,2024-11-30
A0002807,C002618,Premium,Active,110659.25,2019-02-16
A0002808,C002619,Current,Active,12518.83,2023-09-06
A0002809,C002620,Savings,Active,193010.52,2017-12-19
A0002810,C002620,Savings,Dormant,739804.63,2017-06-11
A0002811,C002621,Savings,Active,43941.35,2022-06-04
A0002812,C002621,Current,Active,59312.26,2022-11-12
A0002813,C002622,Current,Active,32367.71,2022-11-17
A0002814,C002623,Savings,Active,127336.41,2017-11-19
A0002815,C002623,Salary,Active,197206.49,2015-12-07
A0002816,C002624,Salary,Active,408062.02,2021-01-19
A0002817,C002625,Current,Active,63571.43,2018-10-13
A0002818,C002627,Salary,Active,82587.28,2020-04-09
A0002819,C002629,Salary,Active,24256.38,2020-10-07
A0002820,C002630,Savings,Active,20595.06,2024-11-30
A0002821,C002632,Savings,Active,40953.27,2017-12-04
A0002822,C002633,Current,Dormant,96697.42,2023-03-15
A0002823,C002633,Current,Active,256092.84,2022-04-14
A0002824,C002634,Savings,Active,67163.21,2024-02-24
A0002825,C002635,Premium,Active,80793.18,2018-08-12
A0002826,C002635,Savings,Active,21386.46,2020-07-04
A0002827,C002636,Current,Active,127194.08,2024-02-20
A0002828,C002637,Premium,Dormant,79199.01,2021-04-15
A0002829,C002639,Current,Active,48969.23,2018-03-01
A0002830,C002640,Savings,Dormant,27028.05,2024-11-30
A0002831,C002641,Salary,Active,19247.18,2021-01-05
A0002832,C002642,Savings,Active,76731.72,2023-11-23
A0002833,C002643,Savings,Active,12670.67,2017-03-07
A0002834,C002644,Savings,Active,31787.24,2021-10-17
A0002835,C002645,Salary,Active,35207.84,2017-02-23
A0002836,C002646,Savings,Active,4444.57,2023-01-20
A0002837,C002647,Savings,Active,24402.5,2024-04-12
A0002838,C002647,Current,Active,14120.92,2023-10-17
A0002839,C002649,Current,Closed,69731.69,2018-09-11
A0002840,C002651,Savings,Active,53732.45,2022-02-21
A0002841,C002652,Salary,Active,61754.77,2019-01-20
A0002842,C002653,Salary,Active,24374.58,2024-11-30
A0002843,C002654,Savings,Closed,27940.29,2018-09-20
A0002844,C002654,Current,Closed,132536.1,2021-04-28
A0002845,C002656,Savings,Active,9982.76,2024-11-30
A0002846,C002657,Salary,Active,22283.84,2021-07-22
A0002847,C002659,Savings,Active,99398.27,2022-12-22
A0002848,C002660,Current,Active,36224.88,2020-12-18
A0002849,C002661,Salary,Active,119709.11,2021-02-24
A0002850,C002662,Savings,Active,83055.5,2022-10-04
A0002851,C002665,Savings,Active,42429.74,2023-03-13
A0002852,C002665,Current,Closed,13140.34,2020-08-06
A0002853,C002666,Savings,Active,7267.24,2024-11-30
A0002854,C002667,Savings,Active,28338.95,2021-09-03
A0002855,C002669,Current,Dormant,13094.33,2021-08-01
A0002856,C002670,Salary,Active,413593.18,2022-12-16
A0002857,C002671,Salary,Active,38366.9,2023-08-28
A0002858,C002672,Savings,Closed,287737.28,2024-02-05
A0002859,C002672,Savings,Active,109332.39,2024-11-30
A0002860,C002674,Salary,Active,46988.96,2023-03-16
A0002861,C002675,Savings,Active,7999.08,2018-12-01
A0002862,C002675,Savings,Active,10889.03,2019-04-19
A0002863,C002676,Current,Active,10278.6,2023-05-21
A0002864,C002676,Savings,Active,40506.7,2024-11-30
A0002865,C002677,Premium,Active,115524.42,2017-06-30
A0002866,C002677,Savings,Active,144387.07,2019-06-22
A0002867,C002678,Salary,Active,29759.63,2021-01-22
A0002868,C002678,Salary,Active,218509.92,2020-11-14
A0002869,C002680,Savings,Active,24090.31,2020-04-14
A0002870,C002680,Savings,Active,12808.57,2016-12-22
A0002871,C002681,Current,Active,599974.11,2024-05-18
A0002872,C002682,Salary,Active,41877.04,2021-05-24
A0002873,C002686,Savings,Active,11850.45,2016-09-16
A0002874,C002686,Savings,Active,12516.51,2016-12-19
A0002875,C002687,Current,Active,40101.3,2024-11-30
A0002876,C002688,Savings,Active,64316.02,2023-07-06
A0002877,C002690,Current,Active,30446.44,2016-12-05
A0002878,C002690,Savings,Active,88328.66,2018-10-28
A0002879,C002691,Current,Active,56527.33,2018-04-01
A0002880,C002692,Salary,Active,37131.55,2020-08-17
A0002881,C002693,Savings,Dormant,116758.7,2022-05-05
A0002882,C002695,Savings,Active,21340.0,2024-10-24
A0002883,C002696,Salary,Closed,156897.98,2022-08-03
A0002884,C002697,Salary,Active,96712.33,2020-05-13
A0002885,C002698,Current,Active,53956.72,2018-09-22
A0002886,C002698,Salary,Active,179502.17,2017-07-04
A0002887,C002700,Salary,Active,50209.57,2019-01-19
A0002888,C002700,Current,Active,69464.27,2022-03-09
A0002889,C002701,Savings,Active,30557.5,2024-11-30
A0002890,C002702,Current,Active,66111.89,2024-11-30
A0002891,C002702,Salary,Active,148519.76,2024-11-30
A0002892,C002704,Savings,Active,129620.41,2024-11-30
A0002893,C002704,Current,Active,36820.91,2024-11-30
A0002894,C002705,Salary,Active,21473.24,2022-05-01
A0002895,C002707,Current,Active,36796.68,2022-04-10
A0002896,C002708,Salary,Active,42215.59,2021-03-17
A0002897,C002708,Savings,Active,28612.38,2019-05-02
A0002898,C002709,Current,Active,8651.71,2017-10-05
A0002899,C002710,Savings,Active,22921.3,2018-02-07
A0002900,C002712,Savings,Active,20287.29,2021-01-19
A0002901,C002713,Current,Active,9705.76,2019-03-17
A0002902,C002714,Salary,Active,23107.07,2024-11-30
A0002903,C002715,Savings,Active,33916.52,2018-10-14
A0002904,C002716,Current,Active,49037.63,2024-11-30
A0002905,C002717,Savings,Active,36786.31,2024-11-30
A0002906,C002717,Savings,Active,39970.46,2024-11-30
A0002907,C002718,Savings,Active,58244.79,2018-06-30
A0002908,C002719,Savings,Active,20971.95,2016-09-17
A0002909,C002720,Savings,Active,31020.23,2021-07-03
A0002910,C002720,Savings,Active,34106.64,2023-03-04
A0002911,C002721,Savings,Active,42782.1,2019-12-01
A0002912,C002721,Salary,Active,38502.29,2019-11-28
A0002913,C002722,Savings,Active,40714.12,2022-03-01
A0002914,C002722,Current,Active,12079.0,2022-05-29
A0002915,C002723,Current,Active,19095.2,2022-04-21
A0002916,C002723,Salary,Active,20112.6,2020-08-19
A0002917,C002724,Savings,Active,801325.78,2022-12-20
A0002918,C002725,Savings,Closed,47330.04,2019-08-25
A0002919,C002726,Salary,Active,12228.48,2024-11-30
A0002920,C002727,Current,Active,116940.98,2018-05-16
A0002921,C002729,Savings,Closed,8529.65,2022-12-22
A0002922,C002729,Salary,Active,15095.12,2020-10-24
A0002923,C002730,Savings,Active,350985.55,2018-12-16
A0002924,C002730,Savings,Active,75868.0,2018-02-01
A0002925,C002731,Salary,Active,143687.92,2024-11-30
A0002926,C002732,Salary,Active,38199.24,2020-07-06
A0002927,C002732,Salary,Active,26262.33,2018-12-26
A0002928,C002734,Savings,Active,114162.06,2019-02-14
A0002929,C002735,Savings,Active,10195.93,2023-02-02
A0002930,C002737,Savings,Active,57758.97,2023-06-09
A0002931,C002738,Current,Active,110422.04,2015-08-25
A0002932,C002740,Savings,Active,35579.81,2024-11-30
A0002933,C002741,Current,Active,302665.52,2016-07-09
A0002934,C002741,Savings,Active,258432.68,2019-08-24
A0002935,C002742,Current,Active,14051.04,2021-06-25
A0002936,C002743,Savings,Active,52242.43,2022-03-28
A0002937,C002743,Savings,Active,33674.84,2020-09-29
A0002938,C002744,Current,Active,29509.72,2022-11-21
A0002939,C002745,Current,Closed,18490.68,2020-12-03
A0002940,C002746,Salary,Active,34152.19,2021-08-23
A0002941,C002747,Salary,Active,76008.59,2021-01-08
A0002942,C002748,Savings,Active,27091.97,2016-12-05
A0002943,C002748,Salary,Active,46038.24,2016-12-02
A0002944,C002749,Savings,Dormant,6312.68,2017-06-26
A0002945,C002750,Salary,Active,24430.68,2023-05-08
A0002946,C002750,Savings,Active,19495.27,2024-11-30
A0002947,C002751,Savings,Active,7259.02,2024-01-18
A0002948,C002751,Salary,Active,36751.09,2024-11-30
A0002949,C002752,Current,Active,60603.24,2024-11-30
A0002950,C002753,Savings,Active,45585.59,2024-07-26
A0002951,C002753,Savings,Active,14423.92,2024-11-30
A0002952,C002754,Salary,Active,27727.12,2024-11-30
A0002953,C002755,Premium,Closed,469136.7,2024-11-30
A0002954,C002755,Salary,Dormant,649706.0,2023-12-20
A0002955,C002756,Current,Active,91123.78,2024-09-28
A0002956,C002757,Savings,Active,137582.69,2020-06-06
A0002957,C002758,Salary,Active,10100.27,2024-11-30
A0002958,C002760,Salary,Active,39954.49,2020-02-28
A0002959,C002760,Salary,Active,16825.22,2020-02-24
A0002960,C002761,Savings,Active,41558.07,2021-11-03
A0002961,C002761,Premium,Closed,236459.01,2019-07-13
A0002962,C002762,Current,Closed,17106.68,2024-11-30
A0002963,C002762,Salary,Active,44249.82,2023-08-04
A0002964,C002763,Salary,Closed,29591.24,2023-01-17
A0002965,C002764,Savings,Active,16369.34,2024-03-30
A0002966,C002765,Premium,Active,88285.14,2024-11-30
A0002967,C002766,Savings,Active,5881.39,2019-04-07
A0002968,C002766,Savings,Active,10523.74,2016-05-05
A0002969,C002767,Salary,Active,38031.55,2021-10-06
A0002970,C002768,Current,Active,2070.44,2022-01-01
A0002971,C002769,Savings,Active,26082.67,2019-08-02
A0002972,C002770,Current,Active,28472.38,2020-05-17
A0002973,C002771,Savings,Active,58641.61,2022-12-26
A0002974,C002772,Current,Active,11490.49,2022-10-18
A0002975,C002773,Savings,Active,26673.55,2022-04-30
A0002976,C002774,Savings,Active,47396.7,2024-11-30
A0002977,C002774,Salary,Closed,140680.5,2024-11-30
A0002978,C002775,Savings,Active,20344.73,2022-12-06
A0002979,C002775,Savings,Active,19438.46,2020-05-24
A0002980,C002776,Premium,Active,76744.73,2018-02-14
A0002981,C002777,Savings,Active,12461.77,2017-08-10
A0002982,C002778,Savings,Active,128778.2,2018-05-17
A0002983,C002778,Savings,Active,83199.59,2018-07-25
A0002984,C002779,Savings,Active,132467.64,2022-05-12
A0002985,C002780,Current,Active,87270.01,2023-05-04
A0002986,C002781,Salary,Active,26847.62,2015-08-04
A0002987,C002781,Savings,Active,7377.27,2019-01-20
A0002988,C002782,Premium,Active,98498.0,2024-01-23
A0002989,C002784,Current,Active,9443.9,2022-02-14
A0002990,C002785,Current,Active,30616.15,2019-12-21
A0002991,C002786,Savings,Active,83978.94,2020-01-28
A0002992,C002786,Salary,Active,73708.08,2020-09-17
A0002993,C002787,Current,Active,44371.3,2017-06-19
A0002994,C002788,Savings,Active,22995.16,2024-11-30
A0002995,C002789,Savings,Active,80583.49,2024-07-10
A0002996,C002790,Savings,Active,13234.72,2024-09-13
A0002997,C002792,Salary,Active,39170.25,2024-11-30
A0002998,C002792,Current,Active,7045.32,2024-09-10
A0002999,C002793,Current,Active,9778.94,2017-04-04
A0003000,C002794,Savings,Active,24330.14,2019-02-03
A0003001,C002794,Savings,Dormant,49447.69,2019-03-01
A0003002,C002795,Current,Dormant,21051.52,2017-12-14
A0003003,C002796,Savings,Dormant,118370.32,2019-06-01
A0003004,C002797,Savings,Active,17461.77,2019-05-24
A0003005,C002797,Savings,Active,10945.69,2018-06-18
A0003006,C002798,Savings,Active,14946.73,2023-07-03
A0003007,C002799,Savings,Active,57172.31,2019-05-18
A0003008,C002799,Premium,Active,144188.05,2017-03-04
A0003009,C002800,Current,Active,35471.19,2024-02-21
A0003010,C002802,Savings,Active,66349.81,2019-05-23
A0003011,C002803,Current,Active,19132.6,2018-05-21
A0003012,C002803,Current,Active,8536.74,2018-10-18
A0003013,C002804,Savings,Active,50485.93,2017-01-30
A0003014,C002805,Savings,Active,184754.23,2024-10-14
A0003015,C002805,Salary,Active,113073.16,2024-08-25
A0003016,C002806,Savings,Active,34762.49,2024-11-30
A0003017,C002807,Current,Active,48050.4,2021-11-26
A0003018,C002808,Savings,Closed,15131.1,2023-07-28
A0003019,C002809,Current,Active,86094.81,2022-05-27
A0003020,C002809,Salary,Active,142100.65,2020-08-06
A0003021,C002810,Current,Active,26405.12,2019-05-23
A0003022,C002811,Premium,Active,8394.57,2021-09-09
A0003023,C002812,Savings,Active,144409.53,2018-06-03
A0003024,C002814,Savings,Active,94101.7,2024-11-30
A0003025,C002814,Salary,Active,14110.04,2022-09-13
A0003026,C002815,Savings,Active,10886.68,2024-01-16
A0003027,C002815,Current,Active,4733.32,2024-11-30
A0003028,C002816,Savings,Active,12572.28,2019-08-14
A0003029,C002816,Savings,Active,26830.37,2017-01-03
A0003030,C002817,Current,Active,110123.71,2021-10-05
A0003031,C002818,Salary,Active,188432.44,2022-02-09
A0003032,C002819,Current,Active,43941.62,2024-11-30
A0003033,C002819,Premium,Active,50182.38,2024-11-30
A0003034,C002820,Salary,Active,60402.32,2020-10-19
A0003035,C002822,Savings,Active,49985.49,2024-11-30
A0003036,C002823,Current,Active,7308.14,2023-12-02
A0003037,C002824,Current,Active,12585.17,2024-11-30
A0003038,C002824,Salary,Active,53478.32,2022-12-17
A0003039,C002825,Salary,Active,82191.43,2024-06-01
A0003040,C002825,Salary,Active,61727.74,2024-11-30
A0003041,C002827,Savings,Active,90998.26,2020-01-03
A0003042,C002828,Salary,Active,23432.4,2022-08-04
A0003043,C002829,Salary,Active,82745.97,2024-11-30
A0003044,C002830,Current,Active,24472.82,2023-11-22
A0003045,C002831,Savings,Active,42602.21,2023-04-12
A0003046,C002832,Premium,Active,42436.6,2018-02-16
A0003047,C002832,Savings,Active,36491.85,2017-10-08
A0003048,C002833,Salary,Active,68188.64,2023-02-15
A0003049,C002834,Salary,Active,66489.0,2016-08-23
A0003050,C002835,Savings,Active,21866.92,2024-06-25
A0003051,C002837,Current,Active,27017.59,2016-12-02
A0003052,C002838,Current,Active,18910.35,2024-11-30
A0003053,C002839,Premium,Dormant,15279.34,2021-11-05
A0003054,C002840,Salary,Dormant,369518.83,2024-11-30
A0003055,C002841,Savings,Active,28014.32,2021-01-15
A0003056,C002842,Salary,Active,6727.71,2017-10-13
A0003057,C002843,Savings,Active,97200.98,2022-07-14
A0003058,C002846,Current,Active,80274.74,2020-08-25
A0003059,C002846,Savings,Active,82260.73,2024-05-11
A0003060,C002847,Savings,Active,40074.72,2023-03-23
A0003061,C002848,Savings,Active,30048.98,2018-09-28
A0003062,C002849,Salary,Dormant,7699.93,2019-04-29
A0003063,C002850,Savings,Active,29832.35,2022-10-02
A0003064,C002850,Savings,Active,70634.66,2023-04-27
A0003065,C002851,Salary,Active,124074.32,2024-11-30
A0003066,C002851,Current,Active,21884.23,2024-11-30
A0003067,C002852,Premium,Active,1507366.68,2017-05-01
A0003068,C002853,Savings,Active,47253.16,2017-03-03
A0003069,C002853,Salary,Active,43790.02,2019-01-05
A0003070,C002854,Salary,Active,40206.34,2022-10-10
A0003071,C002855,Salary,Active,187247.8,2018-04-13
A0003072,C002857,Salary,Active,35038.02,2021-07-08
A0003073,C002858,Savings,Active,9085.78,2022-05-07
A0003074,C002859,Savings,Active,42108.67,2016-08-26
A0003075,C002861,Savings,Active,75156.16,2023-08-11
A0003076,C002862,Current,Active,79103.65,2020-12-20
A0003077,C002864,Savings,Closed,7831.37,2019-01-20
A0003078,C002864,Savings,Active,27813.4,2020-10-18
A0003079,C002865,Savings,Active,92658.35,2023-03-22
A0003080,C002867,Current,Active,29011.68,2024-04-15
A0003081,C002867,Salary,Closed,54121.41,2024-11-25
A0003082,C002869,Savings,Active,19011.73,2024-03-16
A0003083,C002870,Savings,Active,35473.78,2017-04-03
A0003084,C002871,Savings,Active,49917.49,2022-05-13
A0003085,C002873,Current,Active,75908.86,2017-11-06
A0003086,C002873,Current,Active,69450.47,2018-02-24
A0003087,C002874,Salary,Active,63216.76,2024-04-28
A0003088,C002874,Savings,Active,188517.89,2023-10-20
A0003089,C002875,Current,Active,12521.55,2022-05-05
A0003090,C002876,Current,Dormant,71588.26,2021-11-27
A0003091,C002878,Current,Active,18575.99,2024-11-30
A0003092,C002878,Savings,Active,31882.8,2024-11-30
A0003093,C002879,Premium,Active,79949.63,2021-06-08
A0003094,C002880,Savings,Active,27284.34,2024-11-30
A0003095,C002880,Salary,Closed,22755.27,2022-05-22
A0003096,C002881,Salary,Active,120949.08,2018-10-29
A0003097,C002882,Current,Active,84495.75,2023-05-02
A0003098,C002882,Premium,Active,87413.28,2024-09-05
A0003099,C002883,Salary,Dormant,29923.64,2016-07-17
A0003100,C002884,Premium,Active,500977.35,2024-11-30
A0003101,C002885,Current,Active,46378.58,2023-03-04
A0003102,C002885,Premium,Active,794765.54,2020-03-03
A0003103,C002886,Savings,Active,40936.69,2023-03-26
A0003104,C002887,Salary,Closed,46108.13,2024-01-04
A0003105,C002888,Salary,Active,21493.41,2023-05-20
A0003106,C002889,Salary,Active,119421.88,2023-06-26
A0003107,C002890,Savings,Dormant,81344.69,2017-08-18
A0003108,C002891,Savings,Active,47840.86,2023-08-09
A0003109,C002893,Current,Active,23058.33,2022-06-03
A0003110,C002894,Savings,Closed,15546.52,2024-11-30
A0003111,C002894,Salary,Active,144784.38,2024-11-30
A0003112,C002895,Current,Active,83393.8,2019-08-10
A0003113,C002896,Savings,Closed,43370.14,2018-12-15
A0003114,C002897,Savings,Active,18686.03,2022-07-28
A0003115,C002897,Savings,Active,9316.77,2023-06-06
A0003116,C002898,Current,Active,201896.4,2019-02-06
A0003117,C002898,Savings,Active,353400.81,2020-01-27
A0003118,C002899,Savings,Active,101811.22,2021-09-28
A0003119,C002900,Salary,Active,31933.01,2024-10-07
A0003120,C002901,Savings,Active,40753.42,2024-11-30
A0003121,C002902,Savings,Active,120792.58,2022-03-29
A0003122,C002902,Current,Active,48295.43,2022-12-07
A0003123,C002903,Current,Dormant,47085.47,2024-11-07
A0003124,C002905,Savings,Active,21362.81,2018-02-26
A0003125,C002905,Savings,Active,10368.58,2018-11-20
A0003126,C002906,Savings,Active,38394.15,2023-09-10
A0003127,C002907,Salary,Active,44006.94,2020-08-17
A0003128,C002908,Salary,Active,58532.27,2017-06-18
A0003129,C002909,Savings,Active,43838.42,2023-05-21
A0003130,C002911,Savings,Active,45668.71,2020-02-12
A0003131,C002912,Current,Active,19602.15,2020-02-05
A0003132,C002913,Savings,Active,8614.84,2016-11-21
A0003133,C002914,Savings,Active,53654.08,2023-01-18
A0003134,C002915,Current,Active,13469.99,2022-02-07
A0003135,C002915,Current,Active,50799.56,2021-03-04
A0003136,C002916,Premium,Active,295831.28,2018-10-27
A0003137,C002917,Savings,Active,51390.4,2022-02-01
A0003138,C002919,Savings,Dormant,42698.03,2017-04-21
A0003139,C002920,Savings,Active,55777.53,2022-07-30
A0003140,C002920,Savings,Active,53101.93,2022-07-04
A0003141,C002921,Savings,Active,33963.41,2020-03-16
A0003142,C002922,Salary,Active,78033.41,2017-06-08
A0003143,C002922,Salary,Active,281908.74,2020-10-19
A0003144,C002923,Savings,Active,39796.67,2021-09-07
A0003145,C002923,Current,Closed,37488.92,2022-08-04
A0003146,C002925,Current,Active,112957.66,2018-08-06
A0003147,C002926,Salary,Active,24066.2,2020-08-23
A0003148,C002928,Salary,Closed,4922.8,2022-11-17
A0003149,C002929,Savings,Active,53086.66,2020-06-08
A0003150,C002930,Savings,Active,90625.07,2024-05-24
A0003151,C002931,Salary,Closed,62471.78,2019-11-25
A0003152,C002932,Savings,Active,21708.89,2019-12-28
A0003153,C002935,Savings,Active,376028.91,2020-08-29
A0003154,C002935,Savings,Active,894027.26,2018-12-10
A0003155,C002937,Current,Active,14292.54,2020-10-28
A0003156,C002937,Savings,Active,7397.71,2018-04-08
A0003157,C002938,Current,Active,31428.36,2024-11-30
A0003158,C002938,Savings,Active,17540.3,2024-11-30
A0003159,C002939,Current,Active,107952.72,2024-03-15
A0003160,C002939,Premium,Active,160172.97,2022-07-08
A0003161,C002940,Current,Active,5455.66,2022-02-07
A0003162,C002940,Current,Active,8593.83,2021-11-10
A0003163,C002941,Savings,Closed,27176.97,2022-09-11
A0003164,C002941,Savings,Active,40321.71,2023-09-23
A0003165,C002942,Current,Active,34447.03,2018-08-19
A0003166,C002942,Savings,Active,13295.12,2019-04-23
A0003167,C002943,Savings,Active,41457.09,2024-11-30
A0003168,C002943,Savings,Active,81287.71,2023-12-01
A0003169,C002944,Current,Active,135441.88,2024-11-30
A0003170,C002945,Savings,Active,20274.96,2019-06-14
A0003171,C002945,Salary,Active,7711.4,2018-01-30
A0003172,C002947,Savings,Active,20548.91,2016-04-17
A0003173,C002948,Savings,Active,24477.45,2021-07-23
A0003174,C002949,Savings,Active,60697.97,2024-06-22
A0003175,C002949,Current,Active,23716.08,2023-01-18
A0003176,C002950,Savings,Active,26770.55,2023-05-09
A0003177,C002951,Savings,Active,9497.49,2018-11-13
A0003178,C002952,Savings,Active,8110.12,2024-06-13
A0003179,C002953,Current,Active,11956.47,2017-08-04
A0003180,C002954,Current,Active,30457.84,2023-09-08
A0003181,C002955,Salary,Active,54904.48,2023-03-29
A0003182,C002956,Current,Active,50481.66,2016-04-29
A0003183,C002956,Current,Closed,21571.61,2016-08-08
A0003184,C002957,Savings,Active,11516.7,2023-04-19
A0003185,C002957,Current,Active,18273.04,2024-07-20
A0003186,C002958,Current,Active,30133.43,2024-05-18
A0003187,C002960,Savings,Active,106462.33,2023-05-02
A0003188,C002961,Salary,Active,26431.05,2019-08-11
