application_id,customer_id,loan_id,loan_type,requested_amount,application_date,decision_date,application_status
APP0015357,C007847,L0015357,Auto,3035727.19,2024-01-23,2024-01-29,Approved
APP0016091,C003151,L0016091,Business,6006773.62,2021-01-31,2021-02-01,Approved
APP0013326,C000857,L0013326,Education,1875346.68,2023-06-20,2023-06-26,Approved
APP0002698,C004727,L0002698,Personal,324442.78,2021-08-31,2021-09-06,Approved
APP0024527,C002876,,Personal,179592.44,2023-04-12,2023-04-23,Rejected
APP0025255,C009593,,Personal,189509.84,2024-03-08,2024-03-22,Withdrawn
APP0010799,C005073,L0010799,Personal,136125.86,2021-10-25,2021-11-04,Approved
APP0016433,C002782,L0016433,Mortgage,6571093.61,2022-12-16,2022-12-24,Approved
APP0006625,C000560,L0006625,Business,6310591.43,2024-09-17,2024-09-29,Approved
APP0007073,C000326,L0007073,Personal,892731.35,2023-02-24,2023-03-12,Approved
APP0015233,C004016,L0015233,Mortgage,3505915.45,2024-10-05,2024-10-16,Approved
APP0007713,C008469,L0007713,Personal,55896.59,2022-06-28,2022-07-07,Approved
APP0029104,C002613,,Business,2224543.15,2023-02-09,2023-02-18,Rejected
APP0011711,C008409,L0011711,Personal,50515.27,2021-06-07,2021-06-12,Approved
APP0026057,C004402,,Mortgage,7114375.74,2022-02-21,2022-02-27,Rejected
APP0019975,C008022,L0019975,Personal,1500000.0,2024-08-05,2024-08-14,Approved
APP0028490,C002506,,Education,1524911.8,2021-02-12,2021-02-24,Withdrawn
APP0005720,C000626,L0005720,Mortgage,6400474.68,2022-08-03,2022-08-09,Approved
APP0000903,C009161,L0000903,Mortgage,4464253.79,2022-08-22,2022-08-24,Approved
APP0006502,C008860,L0006502,Business,4268188.06,2021-12-16,2021-12-27,Approved
APP0008193,C009468,L0008193,Education,579827.91,2022-01-15,2022-01-29,Approved
APP0026778,C009360,,Mortgage,10492240.27,2024-01-02,2024-01-11,Rejected
APP0000514,C006602,L0000514,Personal,392342.44,2023-05-26,2023-06-03,Approved
APP0007360,C005887,L0007360,Auto,2387742.96,2021-06-14,2021-06-26,Approved
APP0013038,C008859,L0013038,Education,1535230.49,2024-07-03,2024-07-09,Approved
APP0024431,C004898,,Personal,353316.46,2021-05-08,2021-05-10,Rejected
APP0003502,C007099,L0003502,Personal,909994.31,2024-10-15,2024-10-17,Approved
APP0005653,C005288,L0005653,Mortgage,4438524.3,2024-04-24,2024-05-10,Approved
APP0008444,C009851,L0008444,Business,3918442.77,2022-02-10,2022-02-25,Approved
APP0028572,C009690,,Mortgage,2657736.67,2021-06-10,2021-06-18,Withdrawn
APP0002916,C007652,L0002916,Education,1189251.85,2023-10-09,2023-10-21,Approved
APP0024300,C008644,,Auto,2157792.51,2023-02-18,2023-02-21,Rejected
APP0027587,C004001,,Auto,2372495.92,2023-11-29,2023-12-02,Withdrawn
APP0017997,C001354,L0017997,Business,4600156.22,2022-04-15,2022-04-19,Approved
APP0005889,C007926,L0005889,Auto,2814587.09,2022-12-18,2022-12-22,Approved
APP0001602,C004640,L0001602,Mortgage,11543146.21,2023-09-04,2023-09-05,Approved
APP0012884,C009679,L0012884,Mortgage,2795741.82,2023-08-10,2023-08-25,Approved
APP0002339,C004837,L0002339,Personal,1276945.64,2024-02-27,2024-03-13,Approved
APP0003158,C009397,L0003158,Mortgage,2356359.06,2023-10-03,2023-10-04,Approved
APP0018502,C004226,L0018502,Personal,415734.91,2022-10-19,2022-11-04,Approved
APP0014983,C007667,L0014983,Personal,1052344.0,2021-04-15,2021-04-23,Approved
APP0012054,C006343,L0012054,Auto,2342061.27,2022-05-20,2022-05-30,Approved
APP0021411,C003485,L0021411,Personal,596208.77,2021-07-31,2021-08-08,Approved
APP0028102,C006608,,Personal,124957.57,2022-08-14,2022-08-18,Rejected
APP0015183,C000186,L0015183,Personal,147045.21,2022-11-30,2022-12-17,Approved
APP0026715,C006258,,Business,5515793.45,2021-10-21,2021-11-01,Rejected
APP0014914,C009148,L0014914,Auto,1264869.11,2023-04-25,2023-05-09,Approved
APP0026983,C000737,,Personal,227519.97,2022-04-02,2022-04-07,Rejected
APP0001098,C007635,L0001098,Auto,4000000.0,2024-07-03,2024-07-13,Approved
APP0019665,C007197,L0019665,Business,3965966.48,2021-02-09,2021-02-26,Approved
APP0024592,C002747,,Mortgage,4087518.4,2021-09-19,2021-09-25,Rejected
APP0013530,C001902,L0013530,Mortgage,3928132.27,2022-12-24,2022-12-30,Approved
APP0010722,C005340,L0010722,Business,3270161.35,2024-04-18,2024-04-30,Approved
APP0019828,C002799,L0019828,Mortgage,10075863.83,2024-09-27,2024-10-06,Approved
APP0028956,C008030,,Business,5896076.38,2023-05-07,2023-05-18,Withdrawn
APP0007720,C002633,L0007720,Business,3364889.45,2021-01-23,2021-02-01,Approved
APP0010193,C004625,L0010193,Auto,584711.15,2022-07-04,2022-07-18,Approved
APP0015202,C000379,L0015202,Education,888745.13,2021-04-10,2021-04-22,Approved
APP0016596,C008416,L0016596,Personal,318675.8,2021-11-09,2021-11-26,Approved
APP0003822,C003188,L0003822,Mortgage,5235218.08,2022-05-24,2022-06-08,Approved
APP0014150,C002322,L0014150,Auto,402444.3,2024-02-05,2024-02-14,Approved
APP0027280,C005425,,Education,1318625.46,2024-08-16,2024-08-28,Rejected
APP0007089,C003020,L0007089,Business,3532297.22,2023-09-20,2023-10-04,Approved
APP0022607,C002537,,Business,605860.11,2022-09-27,2022-10-02,Withdrawn
APP0026237,C007839,,Education,173666.82,2021-10-31,2021-11-10,Rejected
APP0016450,C001055,L0016450,Personal,584246.36,2023-11-07,2023-11-22,Approved
APP0009724,C003907,L0009724,Business,1322666.68,2021-10-13,2021-10-21,Approved
APP0014138,C003864,L0014138,Personal,511341.67,2021-05-15,2021-05-28,Approved
APP0003013,C006272,L0003013,Personal,1500000.0,2024-10-22,2024-10-25,Approved
APP0009073,C008215,L0009073,Personal,504439.0,2022-05-15,2022-05-21,Approved
APP0004310,C007479,L0004310,Mortgage,11991224.38,2024-07-09,2024-07-18,Approved
APP0011415,C003521,L0011415,Personal,975490.74,2021-01-09,2021-01-24,Approved
APP0020891,C005141,L0020891,Personal,1109162.73,2023-12-21,2023-12-22,Approved
APP0015536,C001750,L0015536,Personal,702286.46,2024-02-21,2024-02-23,Approved
APP0026193,C003314,,Personal,665647.56,2024-10-19,2024-10-20,Rejected
APP0028540,C001410,,Auto,2111240.19,2024-03-01,2024-03-09,Rejected
APP0029821,C002509,,Mortgage,10515046.59,2024-02-17,2024-02-22,Rejected
APP0011087,C007246,L0011087,Mortgage,10855182.0,2021-05-04,2021-05-20,Approved
APP0027747,C008028,,Auto,1787424.7,2023-05-14,2023-05-23,Rejected
APP0029529,C000686,,Education,1245022.64,2024-07-22,2024-07-31,Rejected
APP0011769,C004434,L0011769,Mortgage,13888460.81,2022-06-03,2022-06-13,Approved
APP0020827,C003079,L0020827,Mortgage,3301048.99,2024-03-10,2024-03-19,Approved
APP0025142,C001777,,Auto,538495.98,2022-12-17,2022-12-25,Rejected
APP0024927,C001717,,Business,4945043.54,2024-04-04,2024-04-12,Rejected
APP0021297,C007338,L0021297,Mortgage,14213916.41,2024-05-22,2024-06-04,Approved
APP0028293,C008110,,Personal,53174.9,2023-03-22,2023-04-04,Withdrawn
APP0000811,C000615,L0000811,Business,1655247.41,2021-03-08,2021-03-21,Approved
APP0017061,C007870,L0017061,Business,4682792.21,2022-06-21,2022-06-25,Approved
APP0014100,C008354,L0014100,Business,3394747.52,2024-07-19,2024-08-04,Approved
APP0003715,C003806,L0003715,Education,143203.54,2023-12-21,2023-12-28,Approved
APP0018634,C009898,L0018634,Auto,551583.98,2023-11-21,2023-11-23,Approved
APP0026721,C001618,,Business,5495860.39,2022-02-19,2022-02-22,Rejected
APP0000225,C003294,L0000225,Business,4587266.76,2024-10-25,2024-11-04,Approved
APP0003847,C008929,L0003847,Mortgage,8765217.01,2023-04-21,2023-05-01,Approved
APP0013907,C002150,L0013907,Business,2274368.92,2022-11-24,2022-11-26,Approved
APP0020840,C003545,L0020840,Business,5062235.52,2022-12-10,2022-12-25,Approved
APP0029246,C000564,,Business,5179662.9,2022-02-10,2022-02-16,Withdrawn
APP0025648,C009549,,Auto,1005010.84,2022-04-10,2022-04-21,Withdrawn
APP0003019,C007437,L0003019,Mortgage,12758957.79,2024-09-12,2024-09-21,Approved
APP0029367,C004225,,Education,1385280.24,2022-06-04,2022-06-07,Withdrawn
APP0016890,C007444,L0016890,Personal,153105.38,2023-03-10,2023-03-27,Approved
APP0003262,C000653,L0003262,Personal,93155.98,2022-11-02,2022-11-13,Approved
APP0011106,C004971,L0011106,Education,216435.0,2021-05-09,2021-05-25,Approved
APP0029178,C005599,,Business,5320099.78,2024-09-05,2024-09-08,Rejected
APP0029131,C003640,,Mortgage,2517874.44,2022-05-31,2022-06-05,Rejected
APP0016776,C002298,L0016776,Personal,869378.28,2022-11-07,2022-11-10,Approved
APP0023377,C002049,,Auto,1282419.17,2021-06-08,2021-06-17,Rejected
APP0004160,C007503,L0004160,Education,1077091.22,2024-07-16,2024-08-01,Approved
APP0011215,C006781,L0011215,Personal,866216.91,2023-05-21,2023-05-23,Approved
APP0010225,C003879,L0010225,Auto,1493848.17,2022-08-14,2022-08-27,Approved
APP0017614,C000162,L0017614,Mortgage,8036960.29,2022-04-17,2022-04-20,Approved
APP0026456,C000075,,Business,4461670.97,2022-02-07,2022-02-16,Rejected
APP0013481,C008155,L0013481,Business,571503.65,2023-07-09,2023-07-15,Approved
APP0020525,C004460,L0020525,Personal,712726.77,2024-09-02,2024-09-11,Approved
APP0023299,C006300,,Auto,1201179.04,2021-03-19,2021-03-25,Rejected
APP0007592,C006315,L0007592,Personal,189845.94,2022-03-06,2022-03-10,Approved
APP0015192,C008546,L0015192,Personal,971796.56,2021-10-18,2021-10-20,Approved
APP0013416,C001652,L0013416,Mortgage,12661885.09,2023-05-10,2023-05-27,Approved
APP0010377,C000446,L0010377,Mortgage,3417916.17,2021-06-18,2021-07-02,Approved
APP0003512,C002453,L0003512,Education,712242.12,2022-07-21,2022-08-03,Approved
APP0007820,C009039,L0007820,Mortgage,4755046.69,2024-06-30,2024-07-13,Approved
APP0025227,C009492,,Mortgage,7305568.6,2022-08-14,2022-08-19,Rejected
APP0019619,C006530,L0019619,Mortgage,7249746.49,2024-01-17,2024-01-27,Approved
APP0006604,C009118,L0006604,Personal,1061995.44,2023-12-14,2023-12-15,Approved
APP0021281,C001613,L0021281,Business,3093988.67,2021-05-12,2021-05-28,Approved
APP0011226,C003464,L0011226,Personal,1296902.67,2024-04-13,2024-04-22,Approved
APP0028918,C002729,,Personal,1154135.27,2022-01-17,2022-01-20,Rejected
APP0016877,C007983,L0016877,Personal,1439436.02,2022-12-29,2023-01-04,Approved
APP0001536,C000582,L0001536,Mortgage,1856930.66,2021-11-08,2021-11-19,Approved
APP0002879,C002088,L0002879,Business,4697147.49,2022-03-01,2022-03-08,Approved
APP0005141,C009703,L0005141,Auto,2671169.75,2023-11-24,2023-12-10,Approved
APP0006308,C006037,L0006308,Auto,540652.51,2023-06-15,2023-06-18,Approved
APP0003653,C003682,L0003653,Personal,362240.02,2021-11-21,2021-12-02,Approved
APP0017717,C001319,L0017717,Mortgage,3164626.98,2023-01-21,2023-01-25,Approved
APP0006341,C008961,L0006341,Education,613582.66,2022-03-04,2022-03-18,Approved
APP0025981,C007910,,Personal,1326399.6,2024-01-27,2024-01-30,Rejected
APP0010431,C001294,L0010431,Auto,1324825.97,2021-09-07,2021-09-17,Approved
APP0010091,C003647,L0010091,Education,242570.99,2024-06-12,2024-06-27,Approved
APP0018477,C004256,L0018477,Personal,1443324.63,2023-03-02,2023-03-09,Approved
APP0028402,C005286,,Education,711275.5,2021-04-14,2021-04-26,Withdrawn
APP0020395,C007862,L0020395,Business,4306419.93,2022-12-23,2022-12-26,Approved
APP0028256,C008829,,Business,6202766.82,2022-08-04,2022-08-13,Rejected
APP0018506,C006039,L0018506,Auto,1409427.31,2021-12-29,2022-01-05,Approved
APP0005715,C002732,L0005715,Business,5441705.98,2021-08-16,2021-08-29,Approved
APP0019246,C009719,L0019246,Auto,3557203.03,2021-11-07,2021-11-11,Approved
APP0029136,C003962,,Mortgage,10082898.16,2022-01-08,2022-01-10,Rejected
APP0026229,C009483,,Mortgage,4165568.73,2022-07-15,2022-07-24,Rejected
APP0009202,C007187,L0009202,Mortgage,1000000.0,2022-02-09,2022-02-25,Approved
APP0006813,C005849,L0006813,Auto,2709429.34,2022-10-16,2022-10-29,Approved
APP0012492,C007933,L0012492,Mortgage,11529901.55,2024-10-03,2024-10-20,Approved
APP0026645,C009428,,Personal,262187.16,2021-08-01,2021-08-05,Rejected
APP0021720,C002971,L0021720,Personal,820335.0,2021-02-05,2021-02-11,Approved
APP0008798,C002071,L0008798,Mortgage,11694298.87,2021-10-13,2021-10-28,Approved
APP0029966,C001651,,Mortgage,4179003.15,2022-01-28,2022-02-11,Rejected
APP0029546,C001849,,Auto,1426256.14,2022-12-21,2023-01-03,Rejected
APP0020458,C003821,L0020458,Personal,1500000.0,2023-06-11,2023-06-16,Approved
APP0025244,C009729,,Personal,323967.52,2022-07-23,2022-07-28,Withdrawn
APP0016599,C007112,L0016599,Personal,407689.62,2022-12-26,2023-01-12,Approved
APP0025211,C003243,,Personal,594008.35,2022-10-11,2022-10-13,Rejected
APP0013916,C001613,L0013916,Personal,764952.5,2022-03-19,2022-03-20,Approved
APP0000246,C004794,L0000246,Mortgage,8533779.7,2022-03-20,2022-04-06,Approved
APP0005484,C001913,L0005484,Auto,778471.22,2024-10-30,2024-11-16,Approved
APP0005325,C004649,L0005325,Education,944743.03,2021-08-02,2021-08-14,Approved
APP0012378,C009437,L0012378,Education,1165330.99,2024-03-19,2024-04-04,Approved
APP0014946,C006456,L0014946,Auto,2223580.23,2024-06-08,2024-06-14,Approved
APP0019348,C001801,L0019348,Education,380754.93,2024-03-07,2024-03-13,Approved
APP0011270,C007686,L0011270,Auto,1471189.26,2023-07-17,2023-07-21,Approved
APP0000309,C004838,L0000309,Personal,802964.19,2021-03-10,2021-03-14,Approved
APP0027401,C003767,,Personal,1209067.69,2021-04-18,2021-04-27,Rejected
APP0023601,C007089,,Personal,235365.38,2023-08-10,2023-08-17,Withdrawn
APP0015843,C008812,L0015843,Personal,940083.95,2021-03-19,2021-03-31,Approved
APP0017647,C005557,L0017647,Mortgage,1764156.76,2022-08-16,2022-08-19,Approved
APP0020779,C000741,L0020779,Mortgage,15000000.0,2024-09-01,2024-09-02,Approved
APP0010570,C006232,L0010570,Auto,2398916.96,2021-10-11,2021-10-18,Approved
APP0008166,C001278,L0008166,Auto,1846455.63,2022-11-14,2022-11-29,Approved
APP0009348,C006999,L0009348,Education,824226.09,2021-07-01,2021-07-18,Approved
APP0007202,C005936,L0007202,Auto,3210264.57,2022-03-09,2022-03-21,Approved
APP0019063,C006999,L0019063,Mortgage,4967167.3,2024-02-10,2024-02-19,Approved
APP0012308,C008240,L0012308,Education,430684.48,2021-04-01,2021-04-07,Approved
APP0027223,C008996,,Education,769693.27,2024-03-01,2024-03-12,Withdrawn
APP0000060,C003969,L0000060,Mortgage,11842210.33,2023-01-05,2023-01-12,Approved
APP0017648,C000755,L0017648,Mortgage,12120531.7,2021-05-29,2021-06-04,Approved
APP0007261,C006252,L0007261,Education,540984.63,2022-01-03,2022-01-07,Approved
APP0015895,C007408,L0015895,Personal,79711.25,2023-01-21,2023-02-02,Approved
APP0028554,C000464,,Personal,1087462.95,2021-07-20,2021-07-30,Rejected
APP0027048,C009658,,Auto,1591996.85,2024-02-12,2024-02-22,Rejected
APP0024150,C004866,,Personal,1054082.07,2023-05-28,2023-06-10,Rejected
APP0001363,C002864,L0001363,Mortgage,6232489.18,2023-06-18,2023-07-01,Approved
APP0011207,C005303,L0011207,Business,1578704.04,2023-01-23,2023-01-26,Approved
APP0014387,C005153,L0014387,Personal,1069139.14,2023-07-07,2023-07-13,Approved
APP0016308,C002527,L0016308,Auto,1637290.98,2023-01-06,2023-01-15,Approved
APP0018252,C008635,L0018252,Education,1474584.11,2021-12-07,2021-12-20,Approved
APP0018559,C008611,L0018559,Mortgage,14390705.64,2022-07-01,2022-07-13,Approved
APP0024039,C003284,,Auto,773460.97,2023-12-28,2024-01-06,Withdrawn
APP0023692,C004085,,Mortgage,1558476.45,2022-08-26,2022-08-28,Rejected
APP0026067,C001734,,Personal,1113736.9,2023-11-11,2023-11-23,Withdrawn
APP0001871,C007943,L0001871,Auto,3235688.54,2021-05-07,2021-05-12,Approved
APP0013115,C004615,L0013115,Auto,1714588.52,2024-06-05,2024-06-19,Approved
APP0026416,C006211,,Mortgage,7365280.63,2021-04-30,2021-05-14,Rejected
APP0001167,C004766,L0001167,Personal,812847.9,2024-01-03,2024-01-08,Approved
APP0006537,C007101,L0006537,Auto,1140520.24,2022-04-21,2022-04-24,Approved
APP0013628,C000957,L0013628,Auto,4000000.0,2024-08-07,2024-08-11,Approved
APP0021229,C004567,L0021229,Personal,983013.34,2022-10-26,2022-11-09,Approved
APP0013652,C001636,L0013652,Business,6380033.68,2023-06-01,2023-06-07,Approved
APP0025939,C006263,,Mortgage,1559100.44,2024-06-22,2024-07-03,Withdrawn
APP0001420,C002262,L0001420,Personal,342590.7,2022-11-24,2022-12-04,Approved
APP0029326,C004864,,Education,593452.6,2022-05-05,2022-05-06,Rejected
APP0014203,C001917,L0014203,Personal,1101131.58,2022-04-16,2022-04-25,Approved
APP0024545,C003958,,Personal,845014.34,2022-10-02,2022-10-09,Rejected
APP0017022,C000692,L0017022,Education,1286562.76,2021-11-18,2021-12-04,Approved
APP0019140,C007869,L0019140,Personal,415666.62,2024-01-04,2024-01-15,Approved
APP0025899,C003131,,Auto,2678397.83,2021-01-17,2021-01-21,Withdrawn
APP0025590,C006261,,Personal,213054.19,2022-05-06,2022-05-09,Withdrawn
APP0002206,C008049,L0002206,Personal,403730.5,2021-03-17,2021-03-27,Approved
APP0025111,C001389,,Personal,213301.55,2023-09-17,2023-09-22,Rejected
APP0005937,C000095,L0005937,Personal,572031.25,2021-04-28,2021-05-11,Approved
APP0025078,C006793,,Auto,2297494.78,2023-04-12,2023-04-21,Rejected
APP0016268,C007534,L0016268,Mortgage,11249185.42,2023-10-03,2023-10-13,Approved
APP0006422,C000461,L0006422,Personal,1500000.0,2023-08-06,2023-08-16,Approved
APP0010701,C006908,L0010701,Mortgage,15000000.0,2023-10-03,2023-10-16,Approved
APP0027773,C007767,,Mortgage,8062223.69,2022-04-18,2022-05-01,Rejected
APP0013283,C008540,L0013283,Mortgage,7296490.33,2023-04-30,2023-05-03,Approved
APP0018987,C009756,L0018987,Personal,50000.0,2021-01-10,2021-01-26,Approved
APP0006661,C007165,L0006661,Business,5391263.39,2022-07-26,2022-07-31,Approved
APP0001206,C007497,L0001206,Education,575132.71,2021-08-12,2021-08-26,Approved
APP0006678,C007185,L0006678,Education,349123.61,2021-12-09,2021-12-14,Approved
APP0021548,C003865,L0021548,Business,933001.67,2021-08-10,2021-08-21,Approved
APP0009823,C004503,L0009823,Mortgage,2595255.87,2024-09-02,2024-09-11,Approved
APP0020549,C001836,L0020549,Personal,772670.29,2022-09-03,2022-09-10,Approved
APP0009223,C003352,L0009223,Auto,1035960.6,2024-07-16,2024-08-02,Approved
APP0011362,C005474,L0011362,Auto,2102428.65,2021-05-14,2021-05-15,Approved
APP0015309,C000907,L0015309,Mortgage,4390301.52,2022-07-16,2022-07-24,Approved
APP0016046,C002801,L0016046,Personal,1500000.0,2021-02-18,2021-02-25,Approved
APP0004291,C005907,L0004291,Personal,229362.9,2022-05-06,2022-05-09,Approved
APP0025750,C007112,,Personal,1150592.16,2024-05-05,2024-05-09,Withdrawn
APP0006196,C000728,L0006196,Personal,1090366.21,2024-05-18,2024-05-26,Approved
APP0002928,C008343,L0002928,Auto,1194365.9,2023-09-13,2023-09-29,Approved
APP0011305,C007116,L0011305,Auto,811296.14,2023-06-24,2023-07-11,Approved
APP0006840,C007124,L0006840,Personal,741092.75,2021-12-01,2021-12-16,Approved
APP0012660,C002095,L0012660,Personal,691267.47,2021-06-09,2021-06-13,Approved
APP0004592,C004513,L0004592,Auto,3038070.63,2022-01-11,2022-01-18,Approved
APP0026360,C004982,,Business,2779601.04,2022-12-18,2022-12-26,Withdrawn
APP0005626,C009537,L0005626,Education,1341159.75,2024-06-21,2024-07-01,Approved
APP0008543,C007567,L0008543,Personal,1115653.66,2024-09-07,2024-09-16,Approved
APP0000587,C003821,L0000587,Mortgage,3921217.2,2023-06-03,2023-06-16,Approved
APP0011839,C003570,L0011839,Education,1140273.35,2022-11-29,2022-12-08,Approved
APP0010338,C008878,L0010338,Personal,344885.5,2022-05-04,2022-05-06,Approved
APP0028917,C003436,,Business,2231918.85,2022-02-06,2022-02-13,Rejected
APP0003044,C003646,L0003044,Auto,3858951.22,2023-09-24,2023-10-10,Approved
APP0015777,C009751,L0015777,Business,6690775.67,2021-07-24,2021-08-06,Approved
APP0022318,C001065,,Education,754828.65,2023-12-08,2023-12-17,Withdrawn
APP0026079,C006456,,Auto,481322.09,2022-02-09,2022-02-15,Rejected
APP0009675,C006662,L0009675,Personal,1500000.0,2022-08-02,2022-08-10,Approved
APP0022146,C002090,,Education,679600.4,2023-08-29,2023-09-10,Rejected
APP0020673,C002099,L0020673,Mortgage,1688506.29,2023-09-24,2023-10-03,Approved
APP0011477,C000319,L0011477,Personal,1500000.0,2021-04-03,2021-04-19,Approved
APP0011366,C006626,L0011366,Mortgage,6098483.12,2021-10-11,2021-10-13,Approved
APP0016583,C003173,L0016583,Mortgage,10347702.38,2022-10-25,2022-10-26,Approved
APP0014846,C001467,L0014846,Mortgage,2587319.33,2024-04-22,2024-04-30,Approved
APP0016630,C008023,L0016630,Education,146420.84,2021-04-24,2021-04-30,Approved
APP0014695,C003128,L0014695,Auto,2703384.54,2022-02-01,2022-02-16,Approved
APP0019756,C008093,L0019756,Auto,3254243.33,2022-02-12,2022-02-27,Approved
APP0027725,C004153,,Mortgage,9220949.64,2023-07-29,2023-08-08,Rejected
APP0019762,C003546,L0019762,Mortgage,9427112.98,2021-05-03,2021-05-05,Approved
APP0001188,C006357,L0001188,Mortgage,10379522.73,2021-07-29,2021-07-31,Approved
APP0019517,C005679,L0019517,Education,674683.04,2021-09-28,2021-10-03,Approved
APP0021445,C003744,L0021445,Auto,1559594.95,2021-09-06,2021-09-14,Approved
APP0008930,C001913,L0008930,Mortgage,6862295.8,2022-05-20,2022-05-27,Approved
APP0028996,C009931,,Education,734380.02,2022-03-05,2022-03-06,Withdrawn
APP0023971,C000063,,Auto,1061571.15,2024-10-15,2024-10-16,Rejected
APP0013596,C002759,L0013596,Personal,1136845.61,2023-04-08,2023-04-15,Approved
APP0013647,C004559,L0013647,Personal,307325.59,2021-11-14,2021-11-15,Approved
APP0010676,C001503,L0010676,Auto,1704085.35,2023-09-10,2023-09-27,Approved
APP0025925,C009817,,Auto,2297787.11,2023-07-03,2023-07-07,Rejected
APP0029960,C002876,,Mortgage,12660036.58,2023-03-07,2023-03-18,Rejected
APP0015878,C001463,L0015878,Business,4856823.37,2023-09-10,2023-09-23,Approved
APP0018329,C004288,L0018329,Mortgage,11671162.69,2022-08-15,2022-09-01,Approved
APP0017613,C005620,L0017613,Education,342173.87,2023-12-20,2023-12-22,Approved
APP0014938,C006076,L0014938,Business,3027328.76,2022-06-15,2022-06-24,Approved
APP0013191,C004449,L0013191,Education,1132621.91,2023-07-06,2023-07-14,Approved
APP0017562,C002565,L0017562,Personal,982794.5,2023-07-29,2023-08-01,Approved
APP0003718,C004095,L0003718,Business,1895054.01,2022-12-20,2023-01-06,Approved
APP0013254,C002777,L0013254,Mortgage,6062423.33,2023-02-28,2023-03-05,Approved
APP0001145,C000980,L0001145,Mortgage,8457389.56,2023-08-20,2023-08-22,Approved
APP0027961,C007305,,Personal,1465550.32,2024-03-05,2024-03-15,Rejected
APP0004631,C002627,L0004631,Mortgage,10436531.85,2021-12-25,2021-12-29,Approved
APP0023306,C008409,,Mortgage,7261127.22,2024-01-20,2024-02-02,Rejected
APP0001159,C005059,L0001159,Auto,4000000.0,2022-02-23,2022-03-02,Approved
APP0025814,C004103,,Personal,1500000.0,2023-11-29,2023-12-03,Withdrawn
APP0008979,C004739,L0008979,Business,851751.43,2023-10-30,2023-11-06,Approved
APP0028933,C001148,,Personal,480985.08,2022-08-19,2022-08-31,Rejected
APP0013170,C001194,L0013170,Personal,313607.86,2023-04-17,2023-04-28,Approved
APP0023203,C000968,,Education,2000000.0,2023-09-23,2023-09-27,Rejected
APP0021884,C003987,L0021884,Personal,320750.6,2023-12-12,2023-12-16,Approved
APP0007739,C008563,L0007739,Personal,95135.78,2021-03-08,2021-03-23,Approved
APP0003883,C001069,L0003883,Auto,1854389.17,2021-07-01,2021-07-18,Approved
APP0026966,C004328,,Mortgage,10096247.87,2021-05-18,2021-05-19,Rejected
APP0014652,C007246,L0014652,Personal,621998.5,2023-06-19,2023-07-05,Approved
APP0026845,C001399,,Mortgage,2823853.42,2021-01-22,2021-01-23,Rejected
APP0026731,C000075,,Personal,300328.15,2022-04-08,2022-04-21,Withdrawn
APP0003873,C005024,L0003873,Personal,259749.34,2023-08-22,2023-08-29,Approved
APP0023028,C002203,,Business,605871.81,2022-01-14,2022-01-25,Rejected
APP0004808,C009352,L0004808,Education,302144.71,2021-04-03,2021-04-11,Approved
APP0018497,C003023,L0018497,Auto,3999162.32,2021-04-12,2021-04-22,Approved
APP0009249,C005422,L0009249,Auto,2951437.93,2022-03-31,2022-04-11,Approved
APP0002947,C002436,L0002947,Auto,1403747.13,2024-01-15,2024-01-26,Approved
APP0019510,C000508,L0019510,Auto,735903.87,2023-05-31,2023-06-03,Approved
APP0007604,C009253,L0007604,Education,539921.25,2021-11-12,2021-11-17,Approved
APP0021002,C006278,L0021002,Auto,3849298.89,2023-06-18,2023-06-19,Approved
APP0020785,C002898,L0020785,Mortgage,15000000.0,2021-08-04,2021-08-14,Approved
APP0024690,C009680,,Personal,1016300.15,2021-02-11,2021-02-19,Withdrawn
APP0027099,C001386,,Personal,772350.92,2021-05-12,2021-05-14,Rejected
APP0017769,C009576,L0017769,Education,1509347.25,2022-04-16,2022-04-23,Approved
APP0005319,C001813,L0005319,Auto,3863343.99,2023-02-19,2023-02-23,Approved
APP0027661,C007729,,Personal,180304.38,2024-06-18,2024-06-20,Rejected
APP0013214,C001663,L0013214,Business,725448.43,2023-08-25,2023-09-05,Approved
APP0029191,C008398,,Personal,758558.68,2021-03-15,2021-03-27,Rejected
APP0011505,C001077,L0011505,Personal,306052.62,2023-09-05,2023-09-16,Approved
APP0028250,C009445,,Business,1318372.82,2024-10-21,2024-10-25,Rejected
APP0004206,C005547,L0004206,Education,897646.17,2021-05-28,2021-06-06,Approved
APP0014364,C008464,L0014364,Personal,1032067.06,2023-05-02,2023-05-04,Approved
APP0010616,C008650,L0010616,Business,3131300.4,2024-09-27,2024-10-05,Approved
APP0005031,C001943,L0005031,Education,633741.65,2024-09-11,2024-09-23,Approved
APP0022775,C003666,,Personal,391702.81,2021-11-08,2021-11-20,Withdrawn
APP0026514,C006035,,Auto,368267.44,2022-11-13,2022-11-17,Rejected
APP0008411,C001704,L0008411,Personal,997163.83,2021-09-04,2021-09-16,Approved
APP0018366,C009909,L0018366,Personal,1500000.0,2022-11-30,2022-12-03,Approved
APP0009481,C001580,L0009481,Personal,1212407.01,2021-04-25,2021-05-08,Approved
APP0009153,C003660,L0009153,Mortgage,8377620.65,2024-08-23,2024-09-08,Approved
APP0003729,C000799,L0003729,Personal,413548.69,2021-12-11,2021-12-12,Approved
APP0002967,C004805,L0002967,Personal,706243.11,2024-05-04,2024-05-10,Approved
