customer_id,age,gender,employment_status,annual_income,customer_segment,city,region,customer_since
C000983,24,Male,Student,26910.04,Mass Market,Swat,Khyber Pakhtunkhwa,2017-03-22
C000984,38,Female,Self-Employed,64892.7,Mass Market,Karachi,Sindh,2016-05-04
C000985,61,Female,Salaried,97607.51,Mass Affluent,Multan,Punjab,2023-09-03
C000986,47,Male,Self-Employed,59886.73,Mass Market,Quetta,Balochistan,2020-11-20
C000987,56,Female,Business Owner,69886.95,Mass Market,Gujranwala,Punjab,2018-11-27
C000988,35,Female,Salaried,788839.53,Premium,Lahore,Punjab,2018-11-01
C000989,24,Male,Self-Employed,85574.41,Mass Market,Sialkot,Punjab,2015-05-25
C000990,34,Male,Salaried,298087.29,Affluent,Abbottabad,Khyber Pakhtunkhwa,2023-11-14
C000991,38,Female,Salaried,87225.81,Mass Affluent,Larkana,Sindh,2016-09-08
C000992,39,Female,Student,15895.5,Mass Affluent,Swat,Khyber Pakhtunkhwa,2021-04-24
C000993,37,Male,Salaried,166816.07,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2020-12-15
C000994,45,Female,Business Owner,56000.02,Mass Market,Gujranwala,Punjab,2023-08-30
C000995,31,Male,Salaried,250983.3,Affluent,Gwadar,Balochistan,2020-12-24
C000996,29,Male,Self-Employed,717201.63,Affluent,Hyderabad,Sindh,2023-05-03
C000997,26,Male,Retired,71800.66,Mass Market,Sukkur,Sindh,2019-11-17
C000998,41,Male,Business Owner,156825.03,Mass Affluent,Faisalabad,Punjab,2019-10-08
C000999,40,Male,Student,44466.82,Mass Affluent,Islamabad,Islamabad Capital,2019-07-08
C001000,51,Female,Salaried,245945.22,Affluent,Sialkot,Punjab,2023-05-12
C001001,56,Female,Salaried,121936.22,Mass Affluent,Gujranwala,Punjab,2020-09-13
C001002,26,Female,Business Owner,51510.58,Mass Market,Hyderabad,Sindh,2023-03-16
C001003,39,Male,Business Owner,280023.66,Affluent,Sialkot,Punjab,2021-06-28
C001004,37,Female,Business Owner,879680.54,Premium,Multan,Punjab,2019-12-19
C001005,22,Female,Business Owner,120568.18,Mass Affluent,Hyderabad,Sindh,2016-10-25
C001006,33,Male,Salaried,195658.26,Mass Market,Faisalabad,Punjab,2020-11-24
C001007,56,Male,Salaried,109452.88,Mass Affluent,Quetta,Balochistan,2016-11-06
C001008,32,Male,Retired,148000.62,Mass Affluent,Faisalabad,Punjab,2021-08-17
C001009,30,Male,Self-Employed,73776.19,Mass Market,Mardan,Khyber Pakhtunkhwa,2015-04-29
C001010,38,Female,Business Owner,291782.71,Affluent,Sukkur,Sindh,2018-10-16
C001011,49,Male,Self-Employed,227334.76,Mass Affluent,Larkana,Sindh,2020-06-07
C001012,36,Male,Retired,136517.87,Affluent,Karachi,Sindh,2018-04-15
C001013,40,Female,Student,38970.14,Mass Affluent,Hyderabad,Sindh,2018-05-11
C001014,21,Female,Salaried,45701.0,Mass Market,Islamabad,Islamabad Capital,2015-06-28
C001015,45,Male,Student,49311.99,Premium,Multan,Punjab,2023-06-05
C001016,41,Female,Salaried,108201.32,Mass Affluent,Multan,Punjab,2015-04-30
C001017,49,Male,Salaried,41599.63,Mass Market,Hyderabad,Sindh,2018-01-06
C001018,21,Male,Student,39426.63,Mass Market,Swat,Khyber Pakhtunkhwa,2023-01-22
C001019,36,Male,Salaried,69552.55,Mass Market,Sialkot,Punjab,2020-01-31
C001020,50,Female,Salaried,126786.41,Mass Affluent,Hyderabad,Sindh,2019-05-25
C001021,33,Male,Self-Employed,53523.45,Mass Market,Turbat,Balochistan,2018-02-10
C001022,40,Male,Unemployed,26274.19,Affluent,Peshawar,Khyber Pakhtunkhwa,2015-07-21
C001023,34,Female,Salaried,742102.14,Premium,Islamabad,Islamabad Capital,2018-03-16
C001024,35,Female,Business Owner,117464.55,Mass Affluent,Sukkur,Sindh,2019-11-03
C001025,52,Male,Self-Employed,191271.82,Mass Market,Karachi,Sindh,2018-04-07
C001026,23,Male,Salaried,191400.9,Mass Affluent,Multan,Punjab,2019-04-02
C001027,38,Male,Business Owner,151922.24,Mass Market,Islamabad,Islamabad Capital,2020-06-28
C001028,42,Male,Self-Employed,239153.77,Affluent,Faisalabad,Punjab,2018-12-29
C001029,49,Male,Business Owner,65971.99,Mass Market,Swat,Khyber Pakhtunkhwa,2018-04-19
C001030,38,Female,Business Owner,174905.75,Affluent,Sialkot,Punjab,2022-10-09
C001031,50,Male,Unemployed,14313.41,Mass Market,Hyderabad,Sindh,2016-04-30
C001032,38,Male,Business Owner,48059.51,Mass Market,Peshawar,Khyber Pakhtunkhwa,2019-10-12
C001033,40,Female,Salaried,1500000.0,Premium,Sukkur,Sindh,2016-06-26
C001034,40,Male,Business Owner,99922.32,Mass Affluent,Turbat,Balochistan,2016-03-25
C001035,46,Male,Self-Employed,256173.96,Affluent,Sialkot,Punjab,2019-09-29
C001036,45,Female,Salaried,161159.55,Affluent,Karachi,Sindh,2015-05-20
C001037,27,Male,Self-Employed,73490.74,Mass Market,Lahore,Punjab,2018-11-27
C001038,41,Female,Business Owner,42617.24,Mass Market,Lahore,Punjab,2017-08-06
C001039,45,Male,Salaried,184303.13,Mass Affluent,Hyderabad,Sindh,2022-11-08
C001040,55,Male,Salaried,141914.71,Affluent,Rawalpindi,Punjab,2016-11-18
C001041,28,Male,Self-Employed,596771.8,Premium,Lahore,Punjab,2015-05-19
C001042,45,Female,Salaried,29753.32,Mass Market,Karachi,Sindh,2015-08-08
C001043,35,Male,Student,26024.14,Mass Affluent,Hyderabad,Sindh,2017-05-20
C001044,41,Female,Salaried,53796.25,Mass Market,Karachi,Sindh,2015-02-27
C001045,27,Female,Business Owner,103534.25,Mass Affluent,Multan,Punjab,2021-03-24
C001046,39,Male,Business Owner,107495.85,Mass Affluent,Sialkot,Punjab,2015-05-12
C001047,43,Male,Salaried,404978.32,Affluent,Rawalpindi,Punjab,2021-02-26
C001048,28,Male,Self-Employed,137089.94,Mass Market,Mardan,Khyber Pakhtunkhwa,2017-03-03
C001049,55,Female,Salaried,68257.09,Mass Market,Peshawar,Khyber Pakhtunkhwa,2015-09-09
C001050,22,Male,Salaried,43272.96,Mass Market,Lahore,Punjab,2018-06-27
C001051,45,Male,Self-Employed,61478.9,Mass Market,Hyderabad,Sindh,2017-03-22
C001052,21,Male,Salaried,52442.76,Mass Market,Sialkot,Punjab,2019-08-22
C001053,36,Male,Business Owner,392587.28,Affluent,Multan,Punjab,2017-01-19
C001054,44,Male,Self-Employed,66935.66,Mass Market,Multan,Punjab,2023-05-21
C001055,47,Male,Salaried,32943.12,Mass Market,Lahore,Punjab,2023-08-19
C001056,38,Female,Salaried,197304.84,Mass Affluent,Karachi,Sindh,2018-02-09
C001057,36,Male,Student,33701.13,Mass Market,Gwadar,Balochistan,2023-04-14
C001058,45,Female,Salaried,105895.79,Mass Market,Faisalabad,Punjab,2023-10-07
C001059,49,Male,Business Owner,230106.46,Affluent,Sukkur,Sindh,2023-11-01
C001060,54,Male,Salaried,67270.02,Mass Market,Sukkur,Sindh,2017-11-15
C001061,25,Female,Retired,148200.46,Mass Market,Islamabad,Islamabad Capital,2016-04-26
C001062,37,Female,Salaried,127493.0,Mass Affluent,Sukkur,Sindh,2020-11-05
C001063,21,Female,Salaried,69769.64,Mass Market,Gujranwala,Punjab,2021-04-04
C001064,24,Male,Self-Employed,47117.45,Mass Market,Larkana,Sindh,2019-05-13
C001065,31,Female,Salaried,68335.8,Mass Market,Gujranwala,Punjab,2019-09-14
C001066,49,Female,Business Owner,63955.31,Mass Market,Islamabad,Islamabad Capital,2018-05-05
C001067,34,Female,Salaried,236004.71,Affluent,Multan,Punjab,2021-10-04
C001068,36,Female,Salaried,102041.92,Mass Market,Hyderabad,Sindh,2022-06-25
C001069,42,Male,Salaried,54885.89,Mass Market,Lahore,Punjab,2016-11-26
C001070,32,Female,Self-Employed,63106.71,Mass Market,Gujranwala,Punjab,2022-12-16
C001071,21,Male,Student,41210.99,Premium,Turbat,Balochistan,2015-04-08
C001072,31,Male,Salaried,73086.02,Mass Market,Larkana,Sindh,2021-01-06
C001073,38,Female,Student,57354.18,Affluent,Sukkur,Sindh,2016-01-08
C001074,44,Male,Business Owner,86322.02,Mass Market,Turbat,Balochistan,2016-10-10
C001075,37,Male,Salaried,170128.5,Affluent,Swat,Khyber Pakhtunkhwa,2019-07-20
C001076,44,Male,Salaried,70669.17,Mass Market,Sialkot,Punjab,2017-04-15
C001077,49,Male,Salaried,26184.38,Mass Market,Larkana,Sindh,2023-10-24
C001078,51,Female,Salaried,164278.69,Mass Affluent,Hyderabad,Sindh,2021-08-13
C001079,41,Female,Business Owner,56143.99,Mass Market,Karachi,Sindh,2015-04-26
C001080,26,Female,Self-Employed,151303.66,Mass Affluent,Faisalabad,Punjab,2017-11-02
C001081,25,Female,Salaried,103489.76,Mass Affluent,Rawalpindi,Punjab,2020-04-13
C001082,26,Male,Business Owner,90631.41,Mass Affluent,Quetta,Balochistan,2016-05-14
C001083,27,Female,Salaried,50867.97,Mass Market,Gwadar,Balochistan,2016-10-11
C001084,40,Male,Student,24416.78,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2015-04-28
C001085,60,Female,Self-Employed,74697.11,Mass Market,Islamabad,Islamabad Capital,2015-08-26
C001086,41,Female,Salaried,701493.92,Premium,Peshawar,Khyber Pakhtunkhwa,2023-08-11
C001087,38,Female,Self-Employed,91064.25,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2020-08-12
C001088,50,Female,Salaried,261347.94,Mass Affluent,Abbottabad,Khyber Pakhtunkhwa,2017-08-26
C001089,30,Male,Unemployed,10551.94,Affluent,Sukkur,Sindh,2018-05-16
C001090,50,Female,Salaried,102620.32,Mass Affluent,Larkana,Sindh,2019-09-30
C001091,50,Male,Student,58962.0,Mass Affluent,Gujranwala,Punjab,2021-09-08
C001092,40,Male,Unemployed,20196.1,Mass Market,Sukkur,Sindh,2017-08-15
C001093,62,Male,Self-Employed,121620.78,Mass Affluent,Rawalpindi,Punjab,2018-04-26
C001094,51,Male,Business Owner,53682.38,Mass Market,Rawalpindi,Punjab,2019-06-18
C001095,39,Female,Self-Employed,87234.13,Mass Market,Sukkur,Sindh,2015-11-25
C001096,37,Male,Salaried,250664.79,Mass Affluent,Rawalpindi,Punjab,2016-10-30
C001097,34,Male,Retired,91913.26,Mass Market,Lahore,Punjab,2021-08-04
C001098,38,Male,Salaried,207501.38,Mass Affluent,Swat,Khyber Pakhtunkhwa,2022-05-24
C001099,38,Male,Student,15414.86,Mass Market,Swat,Khyber Pakhtunkhwa,2020-11-16
C001100,35,Male,Self-Employed,65646.68,Mass Market,Sialkot,Punjab,2023-05-01
C001101,37,Female,Salaried,467974.44,Affluent,Multan,Punjab,2023-02-16
C001102,26,Female,Salaried,21878.78,Mass Market,Sialkot,Punjab,2020-11-21
C001103,33,Male,Salaried,177177.92,Mass Affluent,Swat,Khyber Pakhtunkhwa,2021-04-07
C001104,21,Male,Salaried,211639.28,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2017-12-28
C001105,44,Male,Business Owner,215533.26,Affluent,Faisalabad,Punjab,2015-02-12
C001106,40,Female,Salaried,35326.82,Mass Market,Peshawar,Khyber Pakhtunkhwa,2017-06-29
C001107,38,Male,Unemployed,39834.49,Mass Affluent,Rawalpindi,Punjab,2022-06-16
C001108,49,Male,Salaried,30781.56,Mass Market,Sialkot,Punjab,2021-09-16
C001109,30,Male,Salaried,70346.39,Mass Market,Islamabad,Islamabad Capital,2019-12-23
C001110,31,Male,Salaried,88510.9,Mass Market,Multan,Punjab,2020-01-10
C001111,23,Male,Salaried,69759.4,Mass Market,Sialkot,Punjab,2015-02-07
C001112,50,Female,Self-Employed,74359.02,Mass Market,Faisalabad,Punjab,2016-09-09
C001113,46,Male,Salaried,54251.85,Mass Market,Karachi,Sindh,2022-03-21
C001114,54,Female,Self-Employed,71534.4,Mass Market,Gwadar,Balochistan,2023-04-27
C001115,56,Male,Self-Employed,99316.96,Mass Affluent,Islamabad,Islamabad Capital,2021-12-07
C001116,34,Male,Salaried,48151.18,Mass Market,Rawalpindi,Punjab,2016-11-27
C001117,31,Male,Salaried,60815.94,Mass Market,Sialkot,Punjab,2023-12-29
C001118,21,Male,Salaried,33421.65,Mass Market,Mardan,Khyber Pakhtunkhwa,2019-06-28
C001119,27,Male,Salaried,74710.44,Mass Market,Lahore,Punjab,2019-05-06
C001120,35,Male,Business Owner,50645.68,Mass Affluent,Quetta,Balochistan,2018-09-30
C001121,21,Female,Salaried,321391.33,Affluent,Hyderabad,Sindh,2022-01-03
C001122,27,Female,Salaried,154647.11,Mass Affluent,Multan,Punjab,2021-05-01
C001123,38,Female,Self-Employed,96121.85,Mass Affluent,Swat,Khyber Pakhtunkhwa,2021-06-01
C001124,49,Male,Salaried,37541.14,Mass Market,Rawalpindi,Punjab,2015-01-05
C001125,31,Male,Retired,25085.01,Affluent,Multan,Punjab,2019-06-15
C001126,40,Male,Student,55488.57,Mass Market,Larkana,Sindh,2016-03-17
C001127,60,Male,Business Owner,68423.08,Mass Market,Larkana,Sindh,2016-07-25
C001128,21,Male,Self-Employed,39328.99,Mass Market,Hyderabad,Sindh,2021-07-29
C001129,51,Male,Salaried,62458.57,Mass Market,Hyderabad,Sindh,2018-12-30
C001130,43,Female,Salaried,143606.66,Mass Affluent,Islamabad,Islamabad Capital,2023-03-19
C001131,53,Male,Student,19937.8,Mass Market,Islamabad,Islamabad Capital,2016-05-28
C001132,50,Male,Salaried,41241.29,Mass Market,Karachi,Sindh,2023-07-22
C001133,32,Female,Salaried,63657.15,Mass Market,Gujranwala,Punjab,2017-09-28
C001134,39,Female,Self-Employed,885803.16,Premium,Abbottabad,Khyber Pakhtunkhwa,2020-10-12
C001135,23,Male,Business Owner,159426.01,Mass Affluent,Islamabad,Islamabad Capital,2022-11-07
C001136,33,Male,Self-Employed,327389.95,Affluent,Faisalabad,Punjab,2016-04-24
C001137,39,Male,Salaried,522700.68,Affluent,Karachi,Sindh,2017-04-12
C001138,42,Male,Retired,47934.78,Affluent,Sialkot,Punjab,2017-09-17
C001139,48,Male,Salaried,43572.19,Mass Market,Gujranwala,Punjab,2022-06-08
C001140,56,Female,Unemployed,38554.58,Mass Market,Karachi,Sindh,2023-04-15
C001141,34,Male,Salaried,64150.69,Mass Market,Lahore,Punjab,2015-04-17
C001142,52,Female,Retired,73278.8,Mass Market,Abbottabad,Khyber Pakhtunkhwa,2022-02-20
C001143,42,Male,Retired,57002.23,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2019-05-25
C001144,25,Female,Salaried,71573.9,Mass Market,Peshawar,Khyber Pakhtunkhwa,2021-04-23
C001145,37,Male,Business Owner,93632.7,Mass Market,Multan,Punjab,2021-08-31
C001146,40,Male,Salaried,72298.92,Mass Affluent,Lahore,Punjab,2020-12-18
C001147,30,Male,Salaried,62302.03,Mass Market,Mardan,Khyber Pakhtunkhwa,2022-10-15
C001148,28,Male,Salaried,58464.21,Mass Market,Swat,Khyber Pakhtunkhwa,2016-12-24
C001149,27,Female,Self-Employed,60861.25,Mass Market,Sukkur,Sindh,2015-03-24
C001150,33,Male,Salaried,137184.86,Mass Affluent,Quetta,Balochistan,2019-09-17
C001151,29,Male,Self-Employed,59282.32,Mass Market,Rawalpindi,Punjab,2022-03-01
C001152,53,Female,Unemployed,30068.32,Mass Market,Quetta,Balochistan,2016-12-01
C001153,21,Male,Student,24211.75,Mass Market,Sialkot,Punjab,2023-01-07
C001154,40,Female,Salaried,293531.32,Mass Affluent,Multan,Punjab,2016-02-11
C001155,45,Female,Self-Employed,59759.44,Mass Market,Larkana,Sindh,2016-05-19
C001156,28,Male,Salaried,51330.37,Mass Market,Lahore,Punjab,2015-06-21
C001157,36,Male,Salaried,193841.35,Affluent,Faisalabad,Punjab,2023-10-09
C001158,35,Male,Retired,60818.43,Affluent,Faisalabad,Punjab,2016-11-02
C001159,38,Female,Unemployed,9685.36,Mass Market,Larkana,Sindh,2016-06-22
C001160,46,Female,Salaried,83461.39,Mass Market,Peshawar,Khyber Pakhtunkhwa,2017-02-17
C001161,45,Female,Salaried,77559.1,Mass Market,Multan,Punjab,2022-06-15
C001162,32,Female,Salaried,100991.54,Mass Affluent,Hyderabad,Sindh,2016-09-17
C001163,22,Male,Salaried,46707.1,Mass Market,Swat,Khyber Pakhtunkhwa,2020-08-01
C001164,41,Female,Salaried,588893.85,Affluent,Rawalpindi,Punjab,2020-04-25
C001165,32,Female,Salaried,204104.53,Affluent,Sialkot,Punjab,2020-11-30
C001166,33,Male,Salaried,222697.38,Mass Affluent,Swat,Khyber Pakhtunkhwa,2017-04-11
C001167,41,Female,Salaried,69971.18,Mass Market,Abbottabad,Khyber Pakhtunkhwa,2022-02-10
C001168,34,Female,Student,37891.74,Affluent,Larkana,Sindh,2021-06-28
C001169,42,Female,Business Owner,82883.0,Mass Affluent,Abbottabad,Khyber Pakhtunkhwa,2020-10-22
C001170,67,Female,Self-Employed,100057.51,Mass Affluent,Gujranwala,Punjab,2019-08-20
C001171,47,Female,Salaried,70319.18,Mass Market,Sialkot,Punjab,2019-04-15
C001172,54,Female,Student,18212.12,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2019-02-08
C001173,45,Male,Salaried,234677.07,Mass Affluent,Faisalabad,Punjab,2022-11-12
C001174,40,Male,Student,52181.83,Affluent,Peshawar,Khyber Pakhtunkhwa,2022-10-23
C001175,45,Female,Salaried,169644.34,Mass Affluent,Sukkur,Sindh,2017-03-10
C001176,44,Female,Retired,118877.52,Mass Market,Abbottabad,Khyber Pakhtunkhwa,2020-05-11
C001177,48,Female,Salaried,111126.24,Mass Market,Karachi,Sindh,2021-08-13
C001178,40,Male,Business Owner,110068.81,Mass Affluent,Sialkot,Punjab,2017-05-18
C001179,25,Male,Salaried,291517.74,Affluent,Rawalpindi,Punjab,2016-08-26
C001180,23,Male,Business Owner,76325.31,Mass Affluent,Multan,Punjab,2015-10-21
C001181,44,Male,Self-Employed,62398.48,Mass Market,Peshawar,Khyber Pakhtunkhwa,2016-05-09
C001182,27,Female,Salaried,92531.48,Mass Market,Rawalpindi,Punjab,2019-11-06
C001183,47,Male,Business Owner,141306.84,Mass Affluent,Lahore,Punjab,2019-04-10
C001184,54,Male,Salaried,674252.07,Affluent,Multan,Punjab,2021-09-21
C001185,37,Female,Self-Employed,73100.44,Mass Market,Faisalabad,Punjab,2022-04-13
C001186,52,Female,Salaried,48861.41,Mass Market,Swat,Khyber Pakhtunkhwa,2021-01-24
C001187,42,Male,Business Owner,332945.96,Affluent,Gujranwala,Punjab,2019-01-06
C001188,39,Male,Student,25702.05,Mass Market,Islamabad,Islamabad Capital,2022-03-29
C001189,40,Female,Salaried,44288.8,Mass Market,Rawalpindi,Punjab,2023-01-12
C001190,30,Male,Business Owner,37783.82,Mass Market,Larkana,Sindh,2022-01-02
C001191,28,Female,Retired,91722.32,Mass Market,Larkana,Sindh,2020-10-20
C001192,21,Female,Business Owner,58635.82,Mass Market,Gujranwala,Punjab,2019-09-04
C001193,31,Female,Salaried,205506.18,Mass Affluent,Turbat,Balochistan,2017-08-19
C001194,63,Male,Salaried,125196.99,Mass Affluent,Islamabad,Islamabad Capital,2017-05-20
C001195,23,Female,Salaried,88816.9,Mass Affluent,Turbat,Balochistan,2023-03-16
C001196,26,Male,Salaried,235115.1,Mass Affluent,Lahore,Punjab,2022-06-02
C001197,30,Female,Salaried,19597.09,Mass Market,Rawalpindi,Punjab,2022-11-03
C001198,31,Male,Business Owner,60883.46,Mass Market,Larkana,Sindh,2018-12-15
C001199,42,Male,Self-Employed,65172.36,Mass Market,Multan,Punjab,2021-10-22
C001200,32,Female,Self-Employed,59765.9,Mass Market,Peshawar,Khyber Pakhtunkhwa,2016-04-01
C001201,37,Male,Salaried,157207.94,Mass Affluent,Karachi,Sindh,2023-02-08
C001202,30,Male,Salaried,62577.57,Mass Market,Sukkur,Sindh,2023-01-13
C001203,34,Male,Business Owner,157182.14,Mass Affluent,Abbottabad,Khyber Pakhtunkhwa,2020-07-15
C001204,38,Female,Self-Employed,47727.19,Mass Market,Peshawar,Khyber Pakhtunkhwa,2016-11-06
C001205,38,Male,Retired,97172.11,Mass Market,Faisalabad,Punjab,2022-02-03
C001206,61,Male,Self-Employed,58952.4,Mass Market,Rawalpindi,Punjab,2016-07-01
C001207,39,Male,Salaried,40620.19,Mass Market,Larkana,Sindh,2015-06-20
C001208,37,Male,Business Owner,98562.91,Mass Affluent,Larkana,Sindh,2016-09-19
C001209,21,Male,Business Owner,202127.22,Mass Affluent,Lahore,Punjab,2019-02-26
C001210,42,Male,Salaried,108460.25,Mass Market,Sialkot,Punjab,2016-11-14
C001211,21,Male,Business Owner,200690.27,Mass Affluent,Abbottabad,Khyber Pakhtunkhwa,2021-02-21
C001212,45,Female,Salaried,187043.17,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2017-06-28
C001213,41,Male,Salaried,61382.57,Mass Market,Karachi,Sindh,2021-12-30
C001214,48,Female,Salaried,88253.49,Mass Market,Faisalabad,Punjab,2020-02-04
C001215,32,Male,Self-Employed,68681.49,Mass Market,Faisalabad,Punjab,2020-08-22
C001216,39,Male,Business Owner,125761.96,Mass Market,Larkana,Sindh,2016-11-30
C001217,46,Male,Salaried,197534.09,Affluent,Rawalpindi,Punjab,2020-05-31
C001218,29,Female,Business Owner,77473.48,Mass Market,Sukkur,Sindh,2022-10-12
C001219,46,Male,Business Owner,80407.16,Mass Affluent,Karachi,Sindh,2020-01-13
C001220,45,Male,Salaried,168225.78,Mass Affluent,Multan,Punjab,2018-11-13
C001221,38,Male,Salaried,31220.79,Mass Market,Faisalabad,Punjab,2020-04-14
C001222,56,Male,Salaried,81972.86,Mass Affluent,Gujranwala,Punjab,2019-04-03
C001223,45,Male,Salaried,36853.39,Mass Market,Gwadar,Balochistan,2015-01-23
C001224,21,Male,Retired,108306.46,Mass Market,Sukkur,Sindh,2021-03-17
C001225,50,Female,Business Owner,68652.95,Mass Market,Gujranwala,Punjab,2019-06-29
C001226,32,Male,Salaried,152250.41,Mass Market,Gwadar,Balochistan,2015-07-05
C001227,48,Male,Self-Employed,57954.27,Mass Market,Larkana,Sindh,2022-11-10
C001228,42,Female,Salaried,174356.06,Mass Affluent,Karachi,Sindh,2017-11-02
C001229,21,Female,Salaried,138194.91,Mass Affluent,Turbat,Balochistan,2021-12-17
C001230,46,Female,Salaried,168901.5,Mass Affluent,Gujranwala,Punjab,2021-03-05
C001231,37,Male,Salaried,63366.59,Mass Market,Lahore,Punjab,2019-12-14
C001232,34,Male,Salaried,949187.22,Premium,Hyderabad,Sindh,2018-06-13
C001233,34,Male,Salaried,40218.56,Mass Market,Faisalabad,Punjab,2022-12-13
C001234,48,Female,Salaried,110470.64,Affluent,Karachi,Sindh,2015-11-01
C001235,29,Female,Salaried,152344.99,Mass Affluent,Sialkot,Punjab,2016-08-18
C001236,51,Male,Self-Employed,65470.85,Mass Affluent,Sialkot,Punjab,2019-06-01
C001237,22,Male,Salaried,98771.11,Mass Market,Gujranwala,Punjab,2015-02-15
C001238,42,Male,Salaried,105556.8,Mass Affluent,Lahore,Punjab,2016-12-15
C001239,47,Female,Salaried,87619.58,Mass Affluent,Faisalabad,Punjab,2016-02-04
C001240,47,Female,Unemployed,23500.07,Mass Market,Multan,Punjab,2022-12-07
C001241,41,Female,Salaried,129091.76,Mass Affluent,Abbottabad,Khyber Pakhtunkhwa,2015-05-17
C001242,37,Female,Self-Employed,55395.83,Mass Market,Gujranwala,Punjab,2016-01-27
C001243,33,Male,Salaried,79724.36,Mass Market,Sialkot,Punjab,2022-10-07
C001244,26,Female,Salaried,177223.35,Mass Affluent,Rawalpindi,Punjab,2015-09-07
C001245,31,Male,Self-Employed,431668.42,Affluent,Sialkot,Punjab,2017-06-18
C001246,28,Female,Business Owner,36154.98,Mass Market,Sialkot,Punjab,2020-01-15
C001247,27,Male,Unemployed,32143.69,Mass Market,Hyderabad,Sindh,2015-08-19
C001248,59,Male,Salaried,53674.28,Mass Market,Sialkot,Punjab,2016-10-21
C001249,21,Male,Salaried,42281.67,Mass Market,Quetta,Balochistan,2023-04-16
C001250,51,Male,Business Owner,132398.63,Mass Affluent,Turbat,Balochistan,2022-09-25
C001251,25,Female,Salaried,30146.61,Mass Market,Multan,Punjab,2020-11-01
C001252,28,Female,Self-Employed,184610.5,Mass Affluent,Sialkot,Punjab,2016-08-07
C001253,28,Female,Student,20130.7,Mass Market,Lahore,Punjab,2023-08-19
C001254,27,Female,Salaried,50043.58,Mass Market,Sukkur,Sindh,2019-04-07
C001255,49,Male,Self-Employed,56941.63,Mass Market,Sialkot,Punjab,2018-06-17
C001256,45,Male,Salaried,56299.64,Mass Market,Peshawar,Khyber Pakhtunkhwa,2021-10-06
C001257,36,Male,Salaried,92555.06,Mass Market,Peshawar,Khyber Pakhtunkhwa,2021-03-28
C001258,69,Male,Unemployed,25427.69,Mass Market,Peshawar,Khyber Pakhtunkhwa,2015-06-17
C001259,39,Male,Salaried,51888.97,Mass Market,Hyderabad,Sindh,2020-08-12
C001260,40,Male,Salaried,55260.2,Mass Market,Islamabad,Islamabad Capital,2023-12-29
C001261,31,Female,Self-Employed,86727.76,Mass Affluent,Gujranwala,Punjab,2021-02-09
C001262,30,Male,Salaried,297474.56,Affluent,Multan,Punjab,2021-11-25
C001263,33,Female,Salaried,98737.28,Mass Affluent,Faisalabad,Punjab,2021-01-25
C001264,48,Male,Salaried,35188.43,Mass Market,Islamabad,Islamabad Capital,2018-01-08
C001265,45,Male,Salaried,73281.7,Mass Market,Larkana,Sindh,2016-10-22
C001266,53,Female,Salaried,108019.21,Mass Market,Peshawar,Khyber Pakhtunkhwa,2019-03-29
C001267,31,Female,Business Owner,132414.13,Mass Affluent,Gujranwala,Punjab,2017-08-22
C001268,45,Female,Salaried,124996.53,Mass Affluent,Islamabad,Islamabad Capital,2016-05-26
C001269,42,Male,Retired,36750.78,Mass Market,Hyderabad,Sindh,2020-08-21
C001270,44,Male,Salaried,49317.71,Mass Market,Sukkur,Sindh,2018-07-17
C001271,29,Female,Salaried,93595.43,Mass Market,Islamabad,Islamabad Capital,2021-03-30
C001272,28,Male,Retired,142633.73,Mass Market,Gujranwala,Punjab,2017-10-30
C001273,45,Female,Student,31267.65,Affluent,Multan,Punjab,2016-11-28
C001274,49,Male,Salaried,94627.4,Mass Market,Sukkur,Sindh,2017-10-07
C001275,32,Female,Salaried,86211.35,Mass Market,Sialkot,Punjab,2015-01-26
C001276,46,Male,Student,41637.19,Mass Market,Faisalabad,Punjab,2021-12-07
C001277,52,Male,Salaried,21058.2,Mass Market,Lahore,Punjab,2021-03-02
C001278,35,Female,Salaried,59932.82,Mass Market,Lahore,Punjab,2022-03-18
C001279,23,Male,Self-Employed,84254.94,Mass Market,Mardan,Khyber Pakhtunkhwa,2021-01-18
C001280,25,Male,Student,35511.18,Mass Market,Karachi,Sindh,2018-04-17
C001281,32,Male,Self-Employed,64864.6,Mass Market,Multan,Punjab,2022-12-14
C001282,34,Male,Salaried,182697.04,Mass Affluent,Lahore,Punjab,2016-01-17
C001283,39,Male,Unemployed,8992.25,Mass Market,Larkana,Sindh,2020-09-07
C001284,39,Female,Salaried,94795.49,Mass Market,Larkana,Sindh,2015-05-23
C001285,36,Male,Business Owner,297750.88,Affluent,Gwadar,Balochistan,2021-09-11
C001286,46,Male,Salaried,61903.36,Mass Market,Turbat,Balochistan,2023-07-25
C001287,31,Female,Business Owner,877317.41,Premium,Sialkot,Punjab,2020-07-21
C001288,53,Male,Self-Employed,240645.9,Affluent,Multan,Punjab,2015-12-06
C001289,49,Male,Salaried,39543.15,Mass Market,Sukkur,Sindh,2015-09-23
