payment_id,loan_id,payment_date,payment_amount,payment_status,days_late
P00025564,L0001580,2021-08-18,16501.09,Paid,1
P00025565,L0001580,2021-09-18,16948.9,Paid,1
P00025566,L0001580,2021-10-18,15817.14,Paid,0
P00025567,L0001580,2021-11-18,16552.21,Paid,0
P00025568,L0001580,2021-12-18,15704.99,Paid,1
P00025569,L0001580,2022-01-18,15776.98,Paid,0
P00025570,L0001580,2022-02-18,17930.39,Paid,1
P00025571,L0001580,2022-03-20,15263.03,Paid,0
P00025572,L0001580,2022-04-20,15723.39,Paid,0
P00025573,L0001580,2022-05-20,17935.84,Paid,1
P00025574,L0001580,2022-06-20,15846.27,Paid,0
P00025575,L0001580,2022-07-21,16872.94,Paid,0
P00025576,L0001580,2022-08-20,16609.53,Paid,2
P00025577,L0001580,2022-09-20,16750.79,Paid,2
P00025578,L0001580,2022-10-20,16648.31,Paid,2
P00025579,L0001580,2022-11-20,17376.26,Paid,0
P00025580,L0001580,2022-12-21,15548.48,Paid,0
P00025581,L0001580,2023-01-20,17290.64,Paid,2
P00025582,L0001580,2023-02-20,16207.26,Paid,1
P00025583,L0001580,2023-03-22,15986.96,Paid,0
P00025584,L0001580,2023-04-22,17016.26,Paid,1
P00025585,L0001580,2023-05-23,16067.03,Paid,2
P00025586,L0001580,2023-06-22,17692.62,Paid,1
P00025587,L0001580,2023-07-23,16804.71,Paid,0
P00025588,L0001580,2023-08-22,15044.32,Paid,2
P00025589,L0001580,2023-09-22,16525.25,Paid,0
P00025590,L0001580,2023-10-23,17701.15,Paid,1
P00025591,L0001580,2023-11-22,15649.99,Paid,0
P00025592,L0001580,2023-12-23,17513.83,Paid,1
P00025593,L0001580,2024-01-22,17812.67,Paid,0
P00025594,L0001580,2024-02-22,17976.65,Paid,1
P00025595,L0001580,2024-03-24,17390.54,Paid,1
P00025596,L0001581,2023-12-20,11712.4,Paid,1
P00025597,L0001581,2024-01-23,11743.68,Paid,0
P00025598,L0001581,2024-02-26,11114.65,Paid,2
P00025599,L0001581,2024-03-31,10209.09,Paid,0
P00025600,L0001581,2024-05-04,12045.21,Paid,0
P00025601,L0001581,2024-06-07,10879.95,Paid,0
P00025602,L0001581,2024-07-11,11027.86,Paid,2
P00025603,L0001581,2024-08-14,11113.14,Paid,1
P00025604,L0001581,2024-09-17,10642.11,Paid,0
P00025605,L0001581,2024-10-21,10306.05,Paid,1
P00025606,L0001581,2024-11-25,11521.43,Paid,2
P00025607,L0001582,2021-02-08,3771.26,Paid,0
P00025608,L0001582,2021-03-25,3690.69,Paid,0
P00025609,L0001582,2021-05-10,3696.41,Paid,0
P00025610,L0001582,2021-06-25,4026.9,Paid,0
P00025611,L0001582,2021-08-10,3750.55,Paid,0
P00025612,L0001582,2021-09-25,4096.72,Paid,0
P00025613,L0001582,2021-11-10,3703.47,Paid,0
P00025614,L0001582,2021-12-26,3734.8,Paid,0
P00025615,L0001582,2022-02-09,3979.49,Paid,0
P00025616,L0001582,2022-03-27,3680.34,Paid,0
P00025617,L0001582,2022-05-12,4332.68,Paid,0
P00025618,L0001582,2022-06-27,3890.16,Paid,0
P00025619,L0001582,2022-08-12,4088.8,Paid,0
P00025620,L0001582,2022-09-27,3966.69,Paid,0
P00025621,L0001582,2022-11-12,4072.94,Paid,0
P00025622,L0001582,2022-12-28,4184.66,Paid,0
P00025623,L0001582,2023-02-11,4072.82,Paid,0
P00025624,L0001582,2023-03-29,4090.37,Paid,0
P00025625,L0001582,2023-05-14,4023.74,Paid,0
P00025626,L0001582,2023-06-29,4347.51,Paid,0
P00025627,L0001582,2023-08-14,3902.09,Paid,0
P00025628,L0001582,2023-09-29,3793.14,Paid,0
P00025629,L0001582,2023-11-14,4340.93,Paid,0
P00025630,L0001582,2023-12-30,3954.64,Paid,0
P00025631,L0001582,2024-02-13,4188.08,Paid,0
P00025632,L0001582,2024-03-30,4100.11,Paid,0
P00025633,L0001582,2024-05-15,4251.33,Paid,0
P00025634,L0001582,2024-06-30,3956.42,Paid,0
P00025635,L0001582,2024-08-15,3897.15,Paid,0
P00025636,L0001582,2024-09-30,3941.41,Paid,0
P00025637,L0001582,2024-11-15,4266.13,Paid,0
P00025638,L0001582,2024-12-31,4156.89,Paid,0
P00025639,L0001583,2023-03-13,9347.09,Paid,0
P00025640,L0001583,2023-05-02,9330.48,Paid,0
P00025641,L0001583,2023-06-22,9354.41,Paid,0
P00025642,L0001583,2023-08-12,9720.35,Paid,0
P00025643,L0001583,2023-10-01,10200.05,Paid,0
P00025644,L0001583,2023-11-21,9531.52,Paid,0
P00025645,L0001583,2024-01-11,10304.55,Paid,0
P00025646,L0001583,2024-03-01,9982.73,Paid,0
P00025647,L0001583,2024-04-21,10613.25,Paid,0
P00025648,L0001583,2024-06-11,9600.56,Paid,0
P00025649,L0001583,2024-07-31,10092.9,Paid,0
P00025650,L0001583,2024-09-20,9317.51,Paid,0
P00025651,L0001583,2024-11-10,10708.8,Paid,0
P00025652,L0001583,2024-12-31,10323.55,Paid,0
P00025653,L0001584,2024-06-15,22927.21,Paid,0
P00025654,L0001584,2024-07-24,25251.48,Paid,0
P00025655,L0001584,2024-09-02,24231.35,Paid,0
P00025656,L0001584,2024-10-12,24998.13,Paid,0
P00025657,L0001584,2024-11-21,25109.69,Paid,0
P00025658,L0001584,2024-12-31,25981.34,Paid,0
P00025659,L0001585,2023-12-09,24539.0,Paid,0
P00025660,L0001585,2024-02-24,21665.14,Paid,0
P00025661,L0001585,2024-05-12,24616.0,Paid,0
P00025662,L0001585,2024-07-28,23191.22,Paid,0
P00025663,L0001585,2024-10-14,22792.72,Paid,0
P00025664,L0001585,2024-12-31,24354.24,Paid,0
P00025665,L0001586,2024-08-14,82164.99,Paid,0
P00025666,L0001586,2024-10-22,82280.71,Paid,0
P00025667,L0001586,2024-12-31,84685.38,Paid,0
P00025668,L0001587,2023-12-12,63716.22,Late,6
P00025669,L0001587,2024-01-23,59644.58,Paid,0
P00025670,L0001587,2024-03-06,67962.86,Paid,0
P00025671,L0001587,2024-04-18,62427.35,Paid,0
P00025672,L0001587,2024-05-31,62641.86,Paid,0
P00025673,L0001587,2024-07-12,58424.27,Paid,0
P00025674,L0001587,2024-08-24,69686.54,Paid,0
P00025675,L0001587,2024-10-06,67649.55,Paid,0
P00025676,L0001587,2024-11-18,63486.83,Paid,0
P00025677,L0001587,2024-12-31,68773.79,Paid,0
P00025678,L0001588,2024-04-05,7659.31,Late,56
P00025679,L0001588,2024-05-29,7786.42,Late,37
P00025680,L0001588,2024-07-22,8187.36,Paid,0
P00025681,L0001588,2024-09-14,7641.24,Late,34
P00025682,L0001588,2024-11-07,7157.09,Late,61
P00025683,L0001588,2024-12-31,0.0,Missed,21
P00025684,L0001589,2024-04-26,30947.31,Paid,0
P00025685,L0001589,2024-06-27,35676.8,Paid,0
P00025686,L0001589,2024-08-28,33698.36,Late,71
P00025687,L0001589,2024-10-29,31897.9,Late,60
P00025688,L0001589,2024-12-31,29940.7,Late,50
P00025689,L0001590,2024-04-04,88801.2,Paid,0
P00025690,L0001590,2024-05-07,81633.28,Paid,0
P00025691,L0001590,2024-06-10,82263.14,Paid,0
P00025692,L0001590,2024-07-14,83174.13,Paid,0
P00025693,L0001590,2024-08-17,84643.5,Paid,0
P00025694,L0001590,2024-09-20,75227.82,Paid,0
P00025695,L0001590,2024-10-24,75680.01,Paid,0
P00025696,L0001590,2024-11-27,88987.49,Paid,0
P00025697,L0001590,2024-12-31,81947.99,Paid,0
P00025698,L0001591,2021-12-16,148728.7,Paid,0
P00025699,L0001591,2022-02-19,151041.52,Paid,0
P00025700,L0001591,2022-04-25,138546.08,Paid,0
P00025701,L0001591,2022-06-30,154197.46,Paid,0
P00025702,L0001591,2022-09-03,135971.86,Paid,0
P00025703,L0001591,2022-11-07,153328.5,Late,6
P00025704,L0001591,2023-01-12,133320.95,Paid,0
P00025705,L0001591,2023-03-18,139556.3,Paid,0
P00025706,L0001591,2023-05-22,150547.7,Late,3
P00025707,L0001591,2023-07-27,145591.95,Paid,0
P00025708,L0001591,2023-09-30,139056.93,Late,4
P00025709,L0001591,2023-12-04,133616.65,Paid,0
P00025710,L0001591,2024-02-08,131165.74,Paid,0
P00025711,L0001591,2024-04-13,138749.22,Paid,0
P00025712,L0001591,2024-06-17,130167.43,Paid,0
P00025713,L0001591,2024-08-22,152940.49,Paid,0
P00025714,L0001591,2024-10-26,152890.0,Paid,0
P00025715,L0001591,2024-12-31,131094.64,Paid,0
P00025716,L0001592,2022-02-20,35338.83,Paid,0
P00025717,L0001592,2022-04-01,38512.75,Paid,0
P00025718,L0001592,2022-05-11,38712.72,Paid,0
P00025719,L0001592,2022-06-20,36866.57,Paid,0
P00025720,L0001592,2022-07-30,33388.2,Late,4
P00025721,L0001592,2022-09-08,39319.32,Paid,0
P00025722,L0001592,2022-10-19,35482.9,Late,6
P00025723,L0001592,2022-11-28,35665.85,Paid,0
P00025724,L0001592,2023-01-07,38336.7,Paid,0
P00025725,L0001592,2023-02-16,34824.7,Paid,0
P00025726,L0001592,2023-03-28,33339.4,Paid,0
P00025727,L0001592,2023-05-08,38053.57,Paid,0
P00025728,L0001592,2023-06-17,36299.54,Paid,0
P00025729,L0001592,2023-07-27,34265.84,Paid,0
P00025730,L0001592,2023-09-05,39257.6,Paid,0
P00025731,L0001592,2023-10-15,35068.89,Paid,0
P00025732,L0001592,2023-11-25,37606.81,Paid,0
P00025733,L0001592,2024-01-04,33407.98,Late,1
P00025734,L0001592,2024-02-13,39374.35,Paid,0
P00025735,L0001592,2024-03-24,38673.16,Paid,0
P00025736,L0001592,2024-05-03,36581.22,Paid,0
P00025737,L0001592,2024-06-13,35596.25,Paid,0
P00025738,L0001592,2024-07-23,37451.59,Paid,0
P00025739,L0001592,2024-09-01,39613.75,Paid,0
P00025740,L0001592,2024-10-11,34013.08,Paid,0
P00025741,L0001592,2024-11-20,38864.8,Paid,0
P00025742,L0001592,2024-12-31,39422.04,Paid,0
P00025743,L0001593,2023-11-28,44119.2,Paid,0
P00025744,L0001593,2024-02-04,48773.56,Paid,2
P00025745,L0001593,2024-04-12,44511.67,Paid,2
P00025746,L0001593,2024-06-19,48148.4,Paid,0
P00025747,L0001593,2024-08-26,49177.56,Paid,1
P00025748,L0001593,2024-11-03,47355.9,Paid,0
P00025749,L0001594,2022-06-18,18012.47,Paid,0
P00025750,L0001594,2022-08-23,19308.23,Paid,0
P00025751,L0001594,2022-10-28,18885.09,Paid,0
P00025752,L0001594,2023-01-02,18442.49,Paid,0
P00025753,L0001594,2023-03-09,20430.22,Paid,0
P00025754,L0001594,2023-05-15,20286.63,Paid,0
P00025755,L0001594,2023-07-20,18897.95,Late,1
P00025756,L0001594,2023-09-24,19082.45,Paid,0
P00025757,L0001594,2023-11-29,19787.12,Paid,0
P00025758,L0001594,2024-02-03,18685.91,Paid,0
P00025759,L0001594,2024-04-10,21225.63,Paid,0
P00025760,L0001594,2024-06-15,20155.53,Late,6
P00025761,L0001594,2024-08-20,17991.73,Paid,0
P00025762,L0001594,2024-10-25,20137.94,Paid,0
P00025763,L0001594,2024-12-31,18001.73,Paid,0
P00025764,L0001595,2022-06-03,19540.68,Paid,0
P00025765,L0001595,2022-07-05,17194.53,Paid,0
P00025766,L0001595,2022-08-06,18119.7,Paid,0
P00025767,L0001595,2022-09-08,17723.33,Paid,0
P00025768,L0001595,2022-10-10,18885.63,Paid,0
P00025769,L0001595,2022-11-12,17676.4,Paid,0
P00025770,L0001595,2022-12-14,17930.71,Paid,0
P00025771,L0001595,2023-01-16,18923.25,Paid,0
P00025772,L0001595,2023-02-17,17683.66,Paid,0
P00025773,L0001595,2023-03-22,18329.81,Paid,0
P00025774,L0001595,2023-04-23,19420.96,Paid,0
P00025775,L0001595,2023-05-26,17011.75,Paid,0
P00025776,L0001595,2023-06-27,16876.38,Paid,0
P00025777,L0001595,2023-07-30,19428.05,Paid,0
P00025778,L0001595,2023-08-31,18204.19,Paid,0
P00025779,L0001595,2023-10-03,17645.12,Paid,0
P00025780,L0001595,2023-11-04,17182.16,Paid,0
P00025781,L0001595,2023-12-07,16618.86,Paid,0
P00025782,L0001595,2024-01-08,17896.83,Paid,0
P00025783,L0001595,2024-02-10,16861.17,Paid,0
P00025784,L0001595,2024-03-13,17273.23,Paid,0
P00025785,L0001595,2024-04-15,19644.48,Paid,0
P00025786,L0001595,2024-05-17,19171.16,Paid,0
P00025787,L0001595,2024-06-19,18164.82,Paid,0
P00025788,L0001595,2024-07-21,16777.78,Late,3
P00025789,L0001595,2024-08-23,18662.08,Paid,0
P00025790,L0001595,2024-09-24,17242.58,Paid,0
P00025791,L0001595,2024-10-27,17165.0,Paid,0
P00025792,L0001595,2024-11-28,18289.26,Paid,0
P00025793,L0001595,2024-12-31,19447.1,Paid,0
P00025794,L0001596,2023-08-16,52938.76,Paid,0
P00025795,L0001596,2023-10-10,54651.89,Paid,0
P00025796,L0001596,2023-12-05,56394.88,Paid,0
P00025797,L0001596,2024-01-30,60531.6,Paid,0
P00025798,L0001596,2024-03-26,61850.39,Paid,0
P00025799,L0001596,2024-05-21,57194.22,Paid,0
P00025800,L0001596,2024-07-16,55711.49,Paid,0
P00025801,L0001596,2024-09-10,52255.81,Paid,0
P00025802,L0001596,2024-11-05,61573.34,Paid,0
P00025803,L0001596,2024-12-31,57381.37,Paid,0
P00025804,L0001597,2024-07-01,25632.51,Paid,0
P00025805,L0001597,2024-08-15,25780.02,Late,7
P00025806,L0001597,2024-09-30,27115.43,Late,6
P00025807,L0001597,2024-11-15,28267.62,Paid,0
P00025808,L0001597,2024-12-31,29153.39,Paid,0
P00025809,L0001598,2023-05-14,69499.35,Paid,1
P00025810,L0001598,2023-06-14,66286.43,Paid,1
P00025811,L0001598,2023-07-15,60811.52,Paid,0
P00025812,L0001598,2023-08-16,63506.24,Paid,2
P00025813,L0001598,2023-09-16,63374.98,Paid,0
P00025814,L0001598,2023-10-18,64583.48,Paid,0
P00025815,L0001598,2023-11-18,58459.71,Paid,2
P00025816,L0001598,2023-12-19,62128.29,Paid,0
P00025817,L0001598,2024-01-20,64938.43,Paid,2
P00025818,L0001598,2024-02-20,66455.32,Paid,2
P00025819,L0001598,2024-03-23,60684.08,Paid,0
P00025820,L0001598,2024-04-23,65312.62,Paid,2
P00025821,L0001598,2024-05-25,65049.55,Paid,1
P00025822,L0001598,2024-06-25,61707.4,Paid,2
P00025823,L0001598,2024-07-26,60909.08,Paid,0
P00025824,L0001598,2024-08-27,60980.25,Paid,0
P00025825,L0001598,2024-09-27,69777.62,Paid,0
P00025826,L0001598,2024-10-29,58537.05,Paid,0
P00025827,L0001598,2024-11-29,60972.56,Paid,0
P00025828,L0001598,2024-12-31,60634.94,Paid,1
P00025829,L0001599,2022-10-04,25107.48,Paid,0
P00025830,L0001599,2022-11-18,27471.89,Paid,0
P00025831,L0001599,2023-01-03,24731.95,Paid,0
P00025832,L0001599,2023-02-17,25217.28,Paid,0
P00025833,L0001599,2023-04-04,27753.7,Paid,0
P00025834,L0001599,2023-05-19,24943.03,Paid,0
P00025835,L0001599,2023-07-04,28314.53,Paid,0
P00025836,L0001599,2023-08-18,26825.16,Paid,0
P00025837,L0001599,2023-10-03,26767.94,Late,4
P00025838,L0001599,2023-11-17,25013.42,Paid,0
P00025839,L0001599,2024-01-02,25583.6,Paid,0
P00025840,L0001599,2024-02-16,28792.26,Paid,0
P00025841,L0001599,2024-04-02,27705.85,Paid,0
P00025842,L0001599,2024-05-17,27463.24,Paid,0
P00025843,L0001599,2024-07-02,26114.14,Paid,0
P00025844,L0001599,2024-08-16,24912.55,Paid,0
P00025845,L0001599,2024-10-01,25120.62,Paid,0
P00025846,L0001599,2024-11-15,26386.2,Paid,0
P00025847,L0001599,2024-12-31,28081.54,Paid,0
P00025848,L0001600,2022-11-09,29344.19,Late,4
P00025849,L0001600,2022-12-22,28802.58,Paid,0
P00025850,L0001600,2023-02-04,32394.86,Paid,0
P00025851,L0001600,2023-03-19,32127.39,Paid,0
P00025852,L0001600,2023-05-02,30455.77,Paid,0
P00025853,L0001600,2023-06-14,32607.98,Paid,0
P00025854,L0001600,2023-07-28,28603.37,Paid,0
P00025855,L0001600,2023-09-09,32909.91,Paid,0
P00025856,L0001600,2023-10-23,30387.96,Paid,0
P00025857,L0001600,2023-12-05,28706.11,Paid,0
P00025858,L0001600,2024-01-18,32198.18,Paid,0
P00025859,L0001600,2024-03-01,31009.97,Paid,0
P00025860,L0001600,2024-04-14,31092.53,Paid,0
P00025861,L0001600,2024-05-27,33617.72,Paid,0
P00025862,L0001600,2024-07-10,30299.78,Paid,0
P00025863,L0001600,2024-08-22,31459.36,Paid,0
P00025864,L0001600,2024-10-05,33414.76,Late,3
P00025865,L0001600,2024-11-17,30411.61,Paid,0
P00025866,L0001600,2024-12-31,30599.27,Paid,0
P00025867,L0001601,2022-09-16,5851.69,Paid,0
P00025868,L0001601,2022-11-14,6133.08,Paid,0
P00025869,L0001601,2023-01-13,6047.32,Paid,0
P00025870,L0001601,2023-03-14,6005.7,Paid,0
P00025871,L0001601,2023-05-13,5277.52,Paid,0
P00025872,L0001601,2023-07-11,6114.97,Paid,0
P00025873,L0001601,2023-09-09,6204.48,Paid,0
P00025874,L0001601,2023-11-08,5229.07,Paid,0
P00025875,L0001601,2024-01-07,6209.01,Paid,0
P00025876,L0001601,2024-03-07,5542.85,Paid,0
P00025877,L0001601,2024-05-05,5603.41,Paid,0
P00025878,L0001601,2024-07-04,6036.83,Paid,0
P00025879,L0001601,2024-09-02,5915.44,Paid,0
P00025880,L0001601,2024-11-01,6157.15,Paid,0
P00025881,L0001601,2024-12-31,6094.3,Paid,0
P00025882,L0001602,2023-10-19,196224.95,Paid,0
P00025883,L0001602,2023-12-20,178579.7,Paid,0
P00025884,L0001602,2024-02-21,183030.12,Paid,0
P00025885,L0001602,2024-04-24,193931.39,Paid,0
P00025886,L0001602,2024-06-25,177372.33,Paid,0
P00025887,L0001602,2024-08-27,188739.29,Paid,0
P00025888,L0001602,2024-10-29,186591.74,Paid,0
P00025889,L0001602,2024-12-31,205178.67,Late,2
P00025890,L0001603,2023-10-22,69671.43,Paid,0
P00025891,L0001603,2023-12-17,63139.92,Paid,1
P00025892,L0001603,2024-02-12,70575.68,Paid,1
P00025893,L0001603,2024-04-09,66485.93,Paid,1
P00025894,L0001603,2024-06-05,68148.14,Paid,2
P00025895,L0001603,2024-08-01,66314.37,Paid,1
P00025896,L0001603,2024-09-27,72490.46,Paid,0
P00025897,L0001604,2023-07-28,7594.69,Paid,0
P00025898,L0001604,2023-08-29,6432.16,Paid,0
P00025899,L0001604,2023-10-01,6723.4,Paid,0
P00025900,L0001604,2023-11-02,7081.58,Paid,0
P00025901,L0001604,2023-12-05,6686.03,Paid,0
P00025902,L0001604,2024-01-07,6414.5,Paid,0
P00025903,L0001604,2024-02-08,7010.25,Paid,0
P00025904,L0001604,2024-03-12,7248.06,Paid,0
P00025905,L0001604,2024-04-14,7337.1,Paid,0
P00025906,L0001604,2024-05-16,6961.94,Paid,0
P00025907,L0001604,2024-06-18,6423.08,Paid,0
P00025908,L0001604,2024-07-20,6629.82,Paid,0
P00025909,L0001604,2024-08-22,7196.15,Paid,0
P00025910,L0001604,2024-09-24,7330.71,Paid,0
P00025911,L0001604,2024-10-26,7520.32,Paid,0
P00025912,L0001604,2024-11-28,7349.96,Paid,0
P00025913,L0001604,2024-12-31,6820.83,Paid,0
P00025914,L0001605,2022-10-26,49235.44,Paid,0
P00025915,L0001605,2022-12-09,47432.42,Paid,0
P00025916,L0001605,2023-01-22,49737.32,Paid,0
P00025917,L0001605,2023-03-07,51958.69,Paid,0
P00025918,L0001605,2023-04-21,54222.17,Paid,0
P00025919,L0001605,2023-06-04,49200.55,Paid,0
P00025920,L0001605,2023-07-18,47702.73,Paid,0
P00025921,L0001605,2023-08-31,53547.61,Paid,0
P00025922,L0001605,2023-10-15,48145.47,Paid,0
P00025923,L0001605,2023-11-28,55089.6,Paid,0
P00025924,L0001605,2024-01-11,55754.96,Paid,0
P00025925,L0001605,2024-02-25,53530.48,Paid,0
P00025926,L0001605,2024-04-09,47938.16,Paid,0
P00025927,L0001605,2024-05-23,53650.13,Paid,0
P00025928,L0001605,2024-07-06,52202.89,Paid,0
P00025929,L0001605,2024-08-20,49406.67,Paid,0
P00025930,L0001605,2024-10-03,55726.87,Paid,0
P00025931,L0001605,2024-11-16,47386.33,Paid,0
P00025932,L0001605,2024-12-31,48499.83,Paid,0
P00025933,L0001606,2022-03-26,22773.59,Paid,1
P00025934,L0001606,2022-05-06,22073.71,Paid,0
P00025935,L0001606,2022-06-17,20043.41,Paid,0
P00025936,L0001606,2022-07-28,20944.28,Paid,1
P00025937,L0001606,2022-09-08,22099.06,Paid,0
P00025938,L0001606,2022-10-19,22578.36,Paid,0
P00025939,L0001606,2022-11-30,22093.91,Paid,1
P00025940,L0001606,2023-01-10,23187.08,Paid,0
P00025941,L0001606,2023-02-21,22051.56,Paid,2
P00025942,L0001606,2023-04-03,22221.86,Paid,0
P00025943,L0001606,2023-05-15,22403.3,Paid,0
P00025944,L0001606,2023-06-25,20456.85,Paid,1
P00025945,L0001606,2023-08-06,22620.62,Paid,0
P00025946,L0001606,2023-09-16,20859.78,Paid,1
P00025947,L0001606,2023-10-28,22728.06,Paid,0
P00025948,L0001606,2023-12-08,23660.63,Paid,0
P00025949,L0001606,2024-01-19,22650.63,Paid,2
P00025950,L0001606,2024-03-01,23099.51,Paid,0
P00025951,L0001607,2023-09-08,23108.13,Paid,0
P00025952,L0001607,2023-10-26,21667.66,Paid,0
P00025953,L0001607,2023-12-13,22342.21,Paid,0
P00025954,L0001607,2024-01-30,20035.57,Paid,0
P00025955,L0001607,2024-03-18,21180.82,Paid,0
P00025956,L0001607,2024-05-05,22384.04,Paid,0
P00025957,L0001607,2024-06-22,23048.67,Paid,0
P00025958,L0001607,2024-08-09,19505.54,Paid,0
P00025959,L0001607,2024-09-26,20161.89,Paid,0
P00025960,L0001607,2024-11-13,20228.04,Paid,0
P00025961,L0001607,2024-12-31,21150.54,Paid,0
P00025962,L0001608,2022-07-24,67643.37,Paid,0
P00025963,L0001608,2022-09-11,66305.45,Paid,0
P00025964,L0001608,2022-10-31,68640.97,Paid,0
P00025965,L0001608,2022-12-19,68802.32,Late,31
P00025966,L0001608,2023-02-07,78980.82,Paid,0
P00025967,L0001608,2023-03-28,73354.59,Paid,0
P00025968,L0001608,2023-05-17,75341.2,Paid,0
P00025969,L0001608,2023-07-05,74357.45,Paid,0
P00025970,L0001608,2023-08-24,69704.03,Late,25
P00025971,L0001608,2023-10-12,0.0,Missed,41
P00025972,L0001608,2023-12-01,69613.59,Paid,0
P00025973,L0001608,2024-01-19,77306.15,Paid,0
P00025974,L0001608,2024-03-09,76946.27,Paid,0
P00025975,L0001608,2024-04-27,69417.15,Paid,0
P00025976,L0001608,2024-06-16,69002.35,Late,47
P00025977,L0001608,2024-08-04,70153.58,Late,58
P00025978,L0001608,2024-09-23,67709.12,Paid,0
P00025979,L0001608,2024-11-11,67480.72,Late,58
P00025980,L0001608,2024-12-31,71405.16,Paid,0
P00025981,L0001609,2024-03-21,58637.37,Paid,0
P00025982,L0001609,2024-05-17,64327.16,Late,3
P00025983,L0001609,2024-07-13,58270.29,Paid,0
P00025984,L0001609,2024-09-08,57823.85,Paid,0
P00025985,L0001609,2024-11-04,64030.35,Paid,0
P00025986,L0001609,2024-12-31,63243.35,Paid,0
P00025987,L0001610,2023-08-16,9878.59,Paid,0
P00025988,L0001610,2023-09-30,8952.84,Paid,0
P00025989,L0001610,2023-11-15,8976.38,Paid,0
P00025990,L0001610,2023-12-31,9666.2,Paid,0
P00025991,L0001610,2024-02-14,8897.41,Paid,0
P00025992,L0001610,2024-03-31,9699.51,Paid,0
P00025993,L0001610,2024-05-16,9340.96,Paid,0
P00025994,L0001610,2024-07-01,8867.08,Paid,0
P00025995,L0001610,2024-08-15,8860.46,Paid,0
P00025996,L0001610,2024-09-30,9539.64,Paid,0
P00025997,L0001610,2024-11-15,8878.91,Paid,0
P00025998,L0001610,2024-12-31,9052.47,Paid,0
P00025999,L0001611,2021-04-15,118319.53,Paid,0
P00026000,L0001611,2021-06-06,111750.15,Paid,0
P00026001,L0001611,2021-07-28,108938.8,Paid,0
P00026002,L0001611,2021-09-18,123482.03,Paid,0
P00026003,L0001611,2021-11-09,110076.51,Paid,0
P00026004,L0001611,2021-12-31,120609.45,Paid,0
P00026005,L0001611,2022-02-21,110609.22,Paid,0
P00026006,L0001611,2022-04-15,120197.1,Paid,0
P00026007,L0001611,2022-06-06,113528.86,Paid,0
P00026008,L0001611,2022-07-28,122093.33,Paid,0
P00026009,L0001611,2022-09-18,108586.12,Paid,0
P00026010,L0001611,2022-11-09,117806.25,Paid,0
P00026011,L0001611,2022-12-31,107604.48,Paid,0
P00026012,L0001611,2023-02-22,117200.26,Paid,0
P00026013,L0001611,2023-04-15,119551.17,Paid,0
P00026014,L0001611,2023-06-06,108888.69,Paid,0
P00026015,L0001611,2023-07-28,123473.99,Paid,0
P00026016,L0001611,2023-09-18,116785.64,Paid,0
P00026017,L0001611,2023-11-09,108456.62,Paid,0
P00026018,L0001611,2023-12-31,114092.89,Paid,0
P00026019,L0001611,2024-02-22,108677.72,Late,6
P00026020,L0001611,2024-04-14,112317.91,Paid,0
P00026021,L0001611,2024-06-05,109990.04,Paid,0
P00026022,L0001611,2024-07-27,113693.24,Paid,0
P00026023,L0001611,2024-09-17,115045.52,Paid,0
P00026024,L0001611,2024-11-08,112095.19,Paid,0
P00026025,L0001611,2024-12-31,103214.33,Paid,0
P00026026,L0001612,2024-10-13,111307.67,Late,19
P00026027,L0001613,2023-02-10,134255.59,Paid,0
P00026028,L0001613,2023-04-08,130682.77,Paid,0
P00026029,L0001613,2023-06-05,135989.4,Paid,0
P00026030,L0001613,2023-08-01,123714.06,Paid,0
P00026031,L0001613,2023-09-28,126040.6,Paid,0
P00026032,L0001613,2023-11-24,125513.17,Paid,1
P00026033,L0001613,2024-01-21,142265.55,Paid,1
P00026034,L0001613,2024-03-18,123287.78,Paid,0
P00026035,L0001613,2024-05-15,132244.89,Paid,0
P00026036,L0001613,2024-07-11,131587.52,Paid,0
P00026037,L0001613,2024-09-07,125630.05,Paid,1
P00026038,L0001613,2024-11-03,144584.61,Paid,0
P00026039,L0001613,2024-12-31,133806.62,Paid,2
P00026040,L0001614,2022-10-20,9257.88,Paid,0
P00026041,L0001614,2022-11-23,7929.62,Paid,0
P00026042,L0001614,2022-12-28,8410.47,Paid,0
P00026043,L0001614,2023-02-01,8273.88,Paid,0
P00026044,L0001614,2023-03-08,8505.56,Paid,0
P00026045,L0001614,2023-04-12,8202.5,Late,3
P00026046,L0001614,2023-05-17,8260.92,Paid,0
P00026047,L0001614,2023-06-21,8002.9,Paid,0
P00026048,L0001614,2023-07-26,9005.3,Paid,0
P00026049,L0001614,2023-08-30,8841.29,Paid,0
P00026050,L0001614,2023-10-04,8612.01,Paid,0
P00026051,L0001614,2023-11-08,8271.41,Paid,0
P00026052,L0001614,2023-12-12,9199.84,Paid,0
P00026053,L0001614,2024-01-16,9050.67,Paid,0
P00026054,L0001614,2024-02-20,8609.23,Paid,0
P00026055,L0001614,2024-03-26,9152.64,Paid,0
P00026056,L0001614,2024-04-30,8586.4,Paid,0
P00026057,L0001614,2024-06-04,8032.77,Paid,0
P00026058,L0001614,2024-07-09,8768.38,Late,2
P00026059,L0001614,2024-08-13,8989.27,Paid,0
P00026060,L0001614,2024-09-17,8708.25,Paid,0
P00026061,L0001614,2024-10-22,9019.69,Late,2
P00026062,L0001614,2024-11-26,9200.18,Paid,0
P00026063,L0001614,2024-12-31,8405.46,Paid,0
