"customer_id","customer_segment","region","age","employment_status","annual_income","loan_count","total_loan_amount","total_outstanding","payment_count","late_payment_count","average_days_late","maximum_days_late","late_payment_rate","payment_behavior_flag"
"C000179","Mass Market","Balochistan",50,"Salaried","66549.98","3","7892249.03","6306675.58","63","5","0.43",7,"7.94","Repeated Late Payments"
"C006557","Mass Market","Khyber Pakhtunkhwa",32,"Salaried","77749.16","4","9849772.40","6305261.16","73","18","0.47",5,"24.66","Repeated Late Payments"
"C008565","Mass Affluent","Punjab",50,"Salaried","259261.69","6","10388222.81","6304811.09","108","16","4.62",71,"14.81","High Payment Concern"
"C002753","Mass Affluent","Khyber Pakhtunkhwa",38,"Salaried","70504.38","3","8594301.56","6302371.45","46","2","0.04",1,"4.35","Occasional Late Payments"
"C002677","Mass Market","Sindh",46,"Salaried","144713.57","3","11049968.16","6296386.42","42","19","0.74",5,"45.24","Repeated Late Payments"
"C001384","Mass Affluent","Islamabad Capital",36,"Salaried","131296.11","5","8025830.73","6294947.96","69","4","0.14",4,"5.80","Repeated Late Payments"
"C005214","Mass Affluent","Balochistan",41,"Salaried","280128.11","4","11339346.12","6287744.59","97","31","8.26",70,"31.96","High Payment Concern"
"C004769","Mass Market","Punjab",21,"Self-Employed","71668.21","2","10021844.62","6284483.98","19","6","18.53",74,"31.58","High Payment Concern"
"C005399","Premium","Sindh",50,"Salaried","638915.16","4","11972731.91","6284305.35","71","24","0.54",2,"33.80","Repeated Late Payments"
"C008091","Mass Affluent","Punjab",38,"Business Owner","73484.10","4","8894750.13","6278708.14","61","14","0.36",3,"22.95","Repeated Late Payments"
"C002982","Mass Market","Punjab",50,"Business Owner","38065.96","4","7670351.29","6273965.60","84","37","28.75",143,"44.05","High Payment Concern"
"C000499","Mass Affluent","Punjab",21,"Salaried","104475.49","3","8062742.74","6272465.21","28","1","0.11",3,"3.57","Occasional Late Payments"
"C003346","Affluent","Sindh",45,"Student","58889.00","1","12136805.09","6270377.09","33","0","0.00",0,"0.00","No Late Payments"
"C001697","Mass Affluent","Punjab",40,"Salaried","132075.09","1","6873674.34","6266477.46","5","1","1.40",7,"20.00","Occasional Late Payments"
"C003867","Mass Affluent","Sindh",41,"Business Owner","160079.65","3","9340425.12","6263184.64","46","21","1.11",7,"45.65","Repeated Late Payments"
"C003073","Mass Affluent","Khyber Pakhtunkhwa",22,"Salaried","116905.87","3","6778822.28","6262607.52","9","0","0.00",0,"0.00","No Late Payments"
"C009047","Mass Affluent","Punjab",36,"Salaried","186266.23","2","7872552.11","6259115.10","42","2","0.10",3,"4.76","Occasional Late Payments"
"C002701","Mass Affluent","Sindh",44,"Salaried","117575.14","1","8498349.89","6251985.97","14","3","0.64",5,"21.43","Repeated Late Payments"
"C000033","Mass Affluent","Punjab",56,"Business Owner","53556.07","3","7431203.00","6250053.86","59","7","2.19",56,"11.86","High Payment Concern"
"C007710","Mass Affluent","Sindh",38,"Business Owner","211358.81","3","9472166.16","6249926.13","33","10","0.58",6,"30.30","Repeated Late Payments"
"C008785","Mass Market","Khyber Pakhtunkhwa",40,"Salaried","72770.45","4","8030479.51","6249080.81","68","13","0.31",2,"19.12","Repeated Late Payments"
"C002435","Mass Affluent","Sindh",47,"Salaried","137458.69","4","9701873.48","6243016.97","64","31","0.88",7,"48.44","Repeated Late Payments"
"C003380","Affluent","Islamabad Capital",66,"Business Owner","306294.20","3","9771705.68","6242492.95","33","10","0.61",6,"30.30","Repeated Late Payments"
"C000692","Mass Market","Balochistan",38,"Salaried","52722.47","4","11157122.04","6241230.70","67","30","0.69",2,"44.78","Repeated Late Payments"
"C006684","Mass Affluent","Khyber Pakhtunkhwa",52,"Salaried","128775.42","4","7266596.29","6240885.54","50","5","0.28",7,"10.00","Repeated Late Payments"
"C003071","Mass Affluent","Punjab",29,"Business Owner","121891.67","3","10854770.90","6240606.04","62","22","8.03",74,"35.48","High Payment Concern"
"C005170","Mass Affluent","Punjab",57,"Salaried","151951.54","4","8503092.28","6240039.55","65","8","0.15",2,"12.31","Repeated Late Payments"
"C008058","Mass Market","Punjab",52,"Self-Employed","58720.40","2","7125588.29","6239997.27","47","3","0.13",3,"6.38","Repeated Late Payments"
"C005603","Mass Affluent","Balochistan",51,"Business Owner","283558.91","3","8390887.97","6238327.77","46","2","0.26",7,"4.35","Occasional Late Payments"
"C004851","Mass Affluent","Punjab",47,"Student","33764.63","3","7949612.41","6237567.16","55","12","0.33",3,"21.82","Repeated Late Payments"
"C008956","Mass Affluent","Punjab",47,"Salaried","113205.83","3","10535618.85","6232283.94","27","6","0.33",2,"22.22","Repeated Late Payments"
"C006400","Mass Affluent","Khyber Pakhtunkhwa",29,"Salaried","176515.88","3","8530505.85","6220721.64","28","9","0.71",6,"32.14","Repeated Late Payments"
"C000526","Mass Market","Punjab",48,"Business Owner","90289.09","1","6643388.48","6219669.57","17","2","0.29",3,"11.76","Occasional Late Payments"
"C003254","Mass Market","Sindh",21,"Self-Employed","25706.53","3","8071482.31","6210956.38","24","6","0.46",2,"25.00","Repeated Late Payments"
"C009483","Premium","Islamabad Capital",52,"Business Owner","362409.60","3","8378597.78","6210592.15","48","2","0.08",2,"4.17","Occasional Late Payments"
"C008438","Affluent","Khyber Pakhtunkhwa",30,"Salaried","195306.65","5","12523894.11","6209387.75","59","20","5.03",61,"33.90","High Payment Concern"
"C001106","Mass Market","Khyber Pakhtunkhwa",40,"Salaried","35326.82","4","16324793.60","6206471.03","86","56","36.86",147,"65.12","High Payment Concern"
"C003910","Mass Market","Khyber Pakhtunkhwa",40,"Student","36512.70","1","9690729.74","6205693.34","18","8","20.33",63,"44.44","High Payment Concern"
"C006731","Mass Market","Khyber Pakhtunkhwa",32,"Salaried","56691.83","1","6590601.39","6205250.06","25","2","0.36",7,"8.00","Occasional Late Payments"
"C009772","Mass Market","Khyber Pakhtunkhwa",46,"Salaried","71082.16","3","8490291.00","6205100.21","41","13","12.78",71,"31.71","High Payment Concern"
"C001832","Mass Market","Islamabad Capital",42,"Retired","70582.91","2","8571304.05","6203135.22","12","0","0.00",0,"0.00","No Late Payments"
"C002244","Affluent","Punjab",31,"Salaried","287353.09","4","7831753.29","6203130.90","89","4","0.16",6,"4.49","Repeated Late Payments"
"C009964","Affluent","Islamabad Capital",57,"Salaried","251008.84","2","7190477.68","6200088.37","18","0","0.00",0,"0.00","No Late Payments"
"C001632","Mass Market","Khyber Pakhtunkhwa",29,"Salaried","87748.67","3","7580703.13","6199165.83","23","3","0.61",7,"13.04","Repeated Late Payments"
"C001780","Affluent","Sindh",57,"Salaried","405399.45","2","8673778.55","6198898.93","32","8","0.69",7,"25.00","Repeated Late Payments"
"C005826","Mass Affluent","Punjab",51,"Salaried","130859.74","2","6867193.59","6198236.78","42","11","0.40",4,"26.19","Repeated Late Payments"
"C008784","Mass Market","Punjab",37,"Salaried","209517.94","5","19270306.93","6194949.95","117","41","0.62",5,"35.04","Repeated Late Payments"
"C002188","Mass Market","Sindh",58,"Salaried","97295.82","6","8808019.14","6190181.75","80","22","0.54",7,"27.50","Repeated Late Payments"
"C000784","Mass Market","Sindh",53,"Salaried","71704.28","3","7443640.99","6190019.23","24","7","0.63",4,"29.17","Repeated Late Payments"
"C002911","Mass Market","Sindh",38,"Self-Employed","52927.75","3","10062168.19","6189418.69","42","9","0.40",4,"21.43","Repeated Late Payments"
"C009190","Mass Affluent","Sindh",45,"Self-Employed","66587.63","2","7469980.20","6186565.96","16","2","15.38",147,"12.50","Occasional Late Payments"
"C009820","Affluent","Balochistan",55,"Business Owner","143045.11","5","8817090.86","6181862.18","105","35","0.51",2,"33.33","Repeated Late Payments"
"C001249","Mass Market","Balochistan",21,"Salaried","42281.67","1","8106293.90","6175626.07","14","1","0.07",1,"7.14","Occasional Late Payments"
"C008498","Mass Affluent","Balochistan",36,"Business Owner","139108.72","2","7806269.49","6170334.20","23","5","0.35",2,"21.74","Repeated Late Payments"
"C004377","Mass Market","Khyber Pakhtunkhwa",44,"Salaried","48082.61","2","7038251.81","6169695.46","43","1","0.12",5,"2.33","Occasional Late Payments"
"C002746","Mass Market","Khyber Pakhtunkhwa",25,"Self-Employed","51560.75","4","7822667.82","6168976.85","50","10","0.30",2,"20.00","Repeated Late Payments"
"C008777","Mass Market","Sindh",42,"Salaried","64070.39","2","7315945.37","6168302.96","61","20","12.07",72,"32.79","High Payment Concern"
"C002830","Mass Market","Khyber Pakhtunkhwa",32,"Salaried","47178.59","2","11005415.59","6167970.20","43","20","0.67",3,"46.51","Repeated Late Payments"
"C004516","Mass Affluent","Punjab",47,"Salaried","161561.05","4","7207960.66","6166298.41","63","6","0.38",7,"9.52","Repeated Late Payments"
"C009186","Mass Affluent","Islamabad Capital",34,"Salaried","78913.44","1","6460227.56","6162854.69","1","0","0.00",0,"0.00","No Late Payments"
"C000808","Mass Market","Punjab",30,"Unemployed","12146.98","3","8354563.91","6160151.75","54","17","10.39",68,"31.48","High Payment Concern"
"C001192","Mass Market","Punjab",21,"Business Owner","58635.82","4","7398400.24","6155753.46","70","32","19.07",74,"45.71","High Payment Concern"
"C009828","Mass Market","Sindh",36,"Student","46758.08","2","10876385.03","6154781.15","45","25","21.31",69,"55.56","High Payment Concern"
"C002084","Mass Affluent","Punjab",50,"Salaried","90324.13","4","19240902.57","6154148.90","53","14","0.47",4,"26.42","Repeated Late Payments"
"C000958","Mass Affluent","Sindh",38,"Salaried","209000.86","4","23818675.06","6154003.24","95","28","0.48",6,"29.47","Repeated Late Payments"
"C008139","Mass Market","Khyber Pakhtunkhwa",52,"Salaried","25222.05","3","9775525.51","6150511.16","49","18","31.67",145,"36.73","High Payment Concern"
"C004268","Affluent","Khyber Pakhtunkhwa",27,"Self-Employed","184642.59","4","7530548.06","6147695.74","49","7","0.37",6,"14.29","Repeated Late Payments"
"C009878","Mass Affluent","Khyber Pakhtunkhwa",36,"Business Owner","200329.01","1","6759563.65","6146519.95","7","0","0.00",0,"0.00","No Late Payments"
"C005070","Mass Market","Sindh",22,"Salaried","30095.72","4","8077813.42","6144515.00","47","20","0.57",2,"42.55","Repeated Late Payments"
"C008256","Mass Market","Punjab",28,"Retired","60270.17","1","6493830.63","6144473.40","10","2","0.70",5,"20.00","Occasional Late Payments"
"C005658","Mass Affluent","Khyber Pakhtunkhwa",47,"Salaried","248993.14","2","8646195.97","6144110.64","37","14","0.68",3,"37.84","Repeated Late Payments"
"C007500","Mass Market","Punjab",39,"Salaried","87642.34","3","10185874.92","6142554.99","48","10","0.38",4,"20.83","Repeated Late Payments"
"C006433","Affluent","Punjab",31,"Salaried","304440.81","1","7321622.76","6140675.61","3","1","0.33",1,"33.33","Occasional Late Payments"
"C003613","Mass Affluent","Sindh",28,"Student","17800.68","2","6959351.16","6131258.18","29","2","0.07",1,"6.90","Occasional Late Payments"
"C000686","Mass Affluent","Punjab",45,"Salaried","147751.34","1","6657383.85","6129599.70","8","1","0.38",3,"12.50","Occasional Late Payments"
"C007788","Mass Market","Khyber Pakhtunkhwa",45,"Salaried","42962.37","1","6968876.82","6129261.83","8","0","0.00",0,"0.00","No Late Payments"
"C005163","Mass Affluent","Punjab",34,"Student","48747.65","4","9303402.86","6127945.04","43","20","11.02",66,"46.51","High Payment Concern"
"C001903","Mass Market","Khyber Pakhtunkhwa",21,"Business Owner","53276.15","3","6756302.68","6127350.59","12","1","0.17",2,"8.33","Occasional Late Payments"
"C000870","Premium","Punjab",27,"Unemployed","8798.82","2","9449977.40","6122063.06","17","9","0.71",2,"52.94","Repeated Late Payments"
"C007165","Mass Affluent","Balochistan",42,"Salaried","172037.68","2","7527980.52","6121669.58","32","1","0.03",1,"3.13","Occasional Late Payments"
"C000209","Mass Market","Punjab",39,"Salaried","62990.52","2","9745255.54","6120435.39","33","24","28.15",149,"72.73","High Payment Concern"
"C000372","Mass Market","Punjab",48,"Salaried","92890.54","3","7920559.60","6120386.51","55","33","48.27",138,"60.00","High Payment Concern"
"C004402","Mass Market","Khyber Pakhtunkhwa",47,"Salaried","43277.53","1","7624408.63","6119722.76","5","3","34.20",65,"60.00","Repeated Late Payments"
"C008088","Affluent","Punjab",42,"Salaried","385677.33","5","10164341.71","6118379.49","64","23","5.41",67,"35.94","High Payment Concern"
"C007036","Mass Affluent","Sindh",53,"Salaried","147285.41","1","6847019.17","6117351.25","1","0","0.00",0,"0.00","No Late Payments"
"C004322","Mass Affluent","Sindh",45,"Self-Employed","167540.73","6","9229112.89","6111777.93","108","40","5.22",71,"37.04","High Payment Concern"
"C004599","Mass Affluent","Punjab",34,"Salaried","144074.79","2","8188932.00","6110827.03","45","5","0.40",6,"11.11","Repeated Late Payments"
"C007356","Premium","Punjab",29,"Self-Employed","475524.63","3","9399994.36","6102360.08","36","2","0.19",6,"5.56","Occasional Late Payments"
"C004106","Mass Market","Punjab",46,"Self-Employed","38235.75","1","6796515.79","6097451.76","19","1","0.16",3,"5.26","Occasional Late Payments"
"C009956","Affluent","Sindh",53,"Self-Employed","195842.40","4","9014809.42","6097085.80","61","13","0.46",5,"21.31","Repeated Late Payments"
"C009756","Mass Affluent","Sindh",40,"Self-Employed","107458.54","4","8876130.80","6094901.18","68","23","0.50",2,"33.82","Repeated Late Payments"
"C004316","Mass Market","Sindh",55,"Retired","47954.27","2","8269757.57","6094321.10","44","3","0.34",7,"6.82","Repeated Late Payments"
"C001042","Mass Market","Sindh",45,"Salaried","29753.32","1","6587240.42","6089382.73","15","2","0.80",6,"13.33","Occasional Late Payments"
"C002527","Mass Affluent","Balochistan",33,"Business Owner","188866.20","3","9010693.51","6089382.40","61","12","0.43",6,"19.67","Repeated Late Payments"
"C005442","Affluent","Khyber Pakhtunkhwa",42,"Salaried","246386.06","3","7235755.64","6086996.96","22","0","0.00",0,"0.00","No Late Payments"
"C006882","Mass Market","Sindh",25,"Salaried","54194.37","3","8144926.15","6084196.13","25","4","0.20",2,"16.00","Repeated Late Payments"
"C000772","Mass Market","Sindh",66,"Salaried","60580.71","3","7796809.00","6082048.03","87","40","5.85",66,"45.98","High Payment Concern"
"C001836","Affluent","Punjab",33,"Salaried","306577.80","3","8140652.60","6076174.38","43","9","0.42",6,"20.93","Repeated Late Payments"
"C006570","Mass Market","Balochistan",21,"Salaried","47015.21","3","8830047.02","6069860.81","68","0","0.00",0,"0.00","No Late Payments"
"C002504","Affluent","Khyber Pakhtunkhwa",47,"Business Owner","89125.57","5","8626783.90","6068085.19","65","24","23.14",143,"36.92","High Payment Concern"
"C005446","Mass Market","Punjab",25,"Self-Employed","65762.38","3","8155125.11","6067263.41","51","20","0.73",5,"39.22","Repeated Late Payments"
"C004673","Mass Affluent","Punjab",36,"Business Owner","107197.79","1","7093355.66","6064160.95","3","0","0.00",0,"0.00","No Late Payments"
"C001851","Mass Market","Punjab",38,"Retired","124930.81","1","7891321.69","6062626.46","43","4","0.40",7,"9.30","Repeated Late Payments"
"C008499","Affluent","Sindh",24,"Salaried","349470.02","1","6528138.90","6056852.40","8","0","0.00",0,"0.00","No Late Payments"
"C000021","Mass Market","Khyber Pakhtunkhwa",52,"Student","29575.29","3","8945130.05","6055187.11","48","10","2.92",71,"20.83","High Payment Concern"
"C006706","Mass Market","Sindh",45,"Unemployed","31429.68","4","7668645.00","6053839.33","76","3","0.18",6,"3.95","Repeated Late Payments"
"C002832","Mass Market","Sindh",43,"Business Owner","44477.44","2","8921874.87","6041679.81","26","12","16.50",74,"46.15","High Payment Concern"
"C000166","Affluent","Punjab",60,"Business Owner","253048.31","2","10496132.73","6040331.45","28","8","0.39",2,"28.57","Repeated Late Payments"
"C000438","Affluent","Sindh",46,"Business Owner","388113.98","2","7217326.08","6035735.60","20","9","0.65",2,"45.00","Repeated Late Payments"
"C005093","Mass Market","Punjab",38,"Salaried","127156.04","2","7583639.34","6031933.03","31","3","0.35",7,"9.68","Repeated Late Payments"
"C002531","Mass Market","Sindh",40,"Business Owner","53325.15","3","7741723.12","6029816.77","68","10","7.44",137,"14.71","High Payment Concern"
"C000116","Mass Market","Khyber Pakhtunkhwa",54,"Salaried","74077.79","5","8934304.56","6028891.43","64","22","0.75",6,"34.38","Repeated Late Payments"
"C003279","Mass Market","Punjab",28,"Student","40688.03","3","7715315.86","6025218.87","49","2","0.12",4,"4.08","Occasional Late Payments"
"C007948","Mass Affluent","Punjab",43,"Salaried","310865.61","3","18446436.75","6023478.40","63","28","7.98",72,"44.44","High Payment Concern"
"C003152","Mass Affluent","Sindh",61,"Retired","89957.69","2","9050745.41","6022442.84","54","13","0.37",3,"24.07","Repeated Late Payments"
"C006797","Mass Affluent","Khyber Pakhtunkhwa",60,"Salaried","69225.12","3","6940170.24","6017641.37","11","0","0.00",0,"0.00","No Late Payments"
"C004770","Mass Market","Sindh",37,"Salaried","44652.90","2","6751646.33","6016723.71","26","2","0.42",7,"7.69","Occasional Late Payments"
"C005016","Affluent","Punjab",41,"Self-Employed","615759.02","2","9634698.54","6015305.97","38","5","0.16",2,"13.16","Repeated Late Payments"
"C009760","Mass Affluent","Punjab",34,"Unemployed","34350.70","3","9763348.92","6012250.86","21","5","0.29",2,"23.81","Repeated Late Payments"
"C004652","Mass Market","Khyber Pakhtunkhwa",34,"Business Owner","48032.82","1","6302954.48","6010277.92","7","0","0.00",0,"0.00","No Late Payments"
"C006945","Affluent","Punjab",33,"Business Owner","532944.93","4","8825339.59","6009158.00","53","11","0.34",4,"20.75","Repeated Late Payments"
"C009940","Mass Market","Sindh",44,"Salaried","59056.61","3","7271791.93","6001484.89","19","9","44.32",138,"47.37","High Payment Concern"
"C003907","Mass Market","Khyber Pakhtunkhwa",34,"Business Owner","77025.93","4","19928072.30","5999419.25","99","27","0.42",5,"27.27","Repeated Late Payments"
"C008500","Mass Affluent","Punjab",28,"Self-Employed","148030.51","4","6784512.50","5997722.39","48","2","0.25",7,"4.17","Occasional Late Payments"
"C004185","Affluent","Balochistan",25,"Salaried","214938.02","4","10500367.13","5993178.65","70","19","0.40",2,"27.14","Repeated Late Payments"
"C006630","Mass Market","Sindh",62,"Student","35165.56","5","15353779.29","5989487.57","118","50","0.65",3,"42.37","Repeated Late Payments"
"C000713","Mass Market","Khyber Pakhtunkhwa",40,"Salaried","60835.06","2","6600169.94","5980986.73","4","0","0.00",0,"0.00","No Late Payments"
"C007148","Mass Market","Khyber Pakhtunkhwa",55,"Self-Employed","62580.12","2","12228380.29","5980053.78","46","20","0.72",3,"43.48","Repeated Late Payments"
"C005974","Mass Market","Islamabad Capital",30,"Self-Employed","55081.75","1","6856579.80","5978501.21","20","0","0.00",0,"0.00","No Late Payments"
"C007251","Mass Affluent","Sindh",33,"Self-Employed","238167.35","2","7376577.05","5978244.40","12","4","0.58",3,"33.33","Repeated Late Payments"
"C007671","Mass Affluent","Islamabad Capital",34,"Salaried","51463.46","1","6902437.78","5972648.15","2","0","0.00",0,"0.00","No Late Payments"
"C006026","Premium","Balochistan",41,"Self-Employed","342375.35","4","21328891.37","5971977.19","54","8","0.59",7,"14.81","Repeated Late Payments"
"C008050","Mass Market","Sindh",42,"Retired","147932.18","1","8657146.59","5971573.75","33","1","0.18",6,"3.03","Occasional Late Payments"
"C009268","Mass Market","Khyber Pakhtunkhwa",47,"Unemployed","23340.66","4","11077562.26","5969860.14","78","27","0.78",7,"34.62","Repeated Late Payments"
"C001124","Mass Market","Punjab",49,"Salaried","37541.14","5","14758313.30","5969821.96","122","37","0.52",6,"30.33","Repeated Late Payments"
"C007084","Affluent","Punjab",46,"Salaried","175686.59","3","7787886.78","5967244.67","56","3","0.29",6,"5.36","Repeated Late Payments"
"C002883","Mass Market","Sindh",42,"Salaried","97450.97","6","14161432.34","5963386.03","111","37","0.54",5,"33.33","Repeated Late Payments"
"C009968","Mass Market","Sindh",39,"Self-Employed","53326.37","1","7042236.53","5962383.94","15","0","0.00",0,"0.00","No Late Payments"
"C005144","Mass Market","Balochistan",38,"Self-Employed","74874.41","2","7039914.89","5957126.95","34","6","0.26",3,"17.65","Repeated Late Payments"
"C006047","Mass Market","Punjab",37,"Salaried","47418.58","2","6545603.12","5956950.44","25","4","0.72",7,"16.00","Repeated Late Payments"
"C008197","Mass Market","Sindh",41,"Salaried","49864.30","2","6793747.03","5953028.66","31","5","6.61",74,"16.13","High Payment Concern"
"C003061","Mass Market","Sindh",34,"Salaried","61250.62","2","7080975.85","5950965.41","31","1","0.13",4,"3.23","Occasional Late Payments"
"C005108","Mass Market","Punjab",49,"Unemployed","39197.08","1","7631046.05","5950559.12","13","1","0.23",3,"7.69","Occasional Late Payments"
"C009512","Mass Market","Sindh",39,"Salaried","53074.64","3","20367307.96","5948677.58","51","25","15.14",68,"49.02","High Payment Concern"
"C002146","Mass Market","Balochistan",45,"Salaried","141975.74","3","7827409.19","5948121.68","46","3","0.26",6,"6.52","Repeated Late Payments"
"C007101","Mass Market","Punjab",40,"Salaried","48565.16","4","10790918.08","5946978.20","64","25","1.73",68,"39.06","High Payment Concern"
"C009444","Mass Affluent","Punjab",63,"Salaried","126614.02","5","10209619.84","5945430.76","109","15","5.53",74,"13.76","High Payment Concern"
"C006995","Mass Market","Khyber Pakhtunkhwa",21,"Salaried","36613.36","2","7907338.93","5943148.31","11","4","4.73",39,"36.36","Repeated Late Payments"
"C008617","Mass Market","Sindh",29,"Salaried","58302.89","2","7421761.89","5938311.99","33","1","0.03",1,"3.03","Occasional Late Payments"
"C006041","Premium","Sindh",27,"Salaried","395193.28","4","22177702.37","5937765.11","92","14","0.22",3,"15.22","Repeated Late Payments"
"C006741","Mass Affluent","Sindh",30,"Salaried","118274.34","1","7935888.03","5936206.30","12","0","0.00",0,"0.00","No Late Payments"
"C007601","Mass Affluent","Islamabad Capital",36,"Salaried","141044.59","3","8489079.44","5935359.80","51","5","0.33",6,"9.80","Repeated Late Payments"
"C002037","Mass Market","Islamabad Capital",64,"Self-Employed","23623.02","3","7011109.62","5934222.49","50","5","0.26",5,"10.00","Repeated Late Payments"
"C007741","Mass Market","Sindh",42,"Salaried","33255.90","4","8692563.56","5926374.48","65","50","66.09",147,"76.92","High Payment Concern"
"C009108","Mass Affluent","Sindh",32,"Salaried","134307.35","4","7923818.82","5921765.73","50","5","0.30",5,"10.00","Repeated Late Payments"
"C007908","Mass Affluent","Khyber Pakhtunkhwa",40,"Salaried","118868.58","2","7519436.22","5921142.93","28","2","0.43",7,"7.14","Occasional Late Payments"
"C008915","Mass Affluent","Sindh",21,"Salaried","309944.19","6","10013941.71","5918908.38","118","17","0.31",7,"14.41","Repeated Late Payments"
"C005324","Mass Market","Punjab",52,"Salaried","68890.94","5","8427149.12","5918426.83","80","20","0.83",24,"25.00","Repeated Late Payments"
"C003084","Mass Affluent","Khyber Pakhtunkhwa",38,"Salaried","128187.95","4","6990702.06","5917440.41","15","0","0.00",0,"0.00","No Late Payments"
"C001716","Affluent","Khyber Pakhtunkhwa",41,"Salaried","174579.88","4","8252353.99","5916339.18","94","29","0.66",7,"30.85","Repeated Late Payments"
"C003122","Mass Affluent","Punjab",25,"Salaried","93425.24","1","6276107.62","5911396.14","13","0","0.00",0,"0.00","No Late Payments"
"C009234","Affluent","Balochistan",39,"Salaried","205856.11","2","7215541.86","5909056.23","24","1","0.08",2,"4.17","Occasional Late Payments"
"C000883","Mass Affluent","Balochistan",48,"Business Owner","114352.07","5","12182660.29","5908424.64","69","26","7.68",72,"37.68","High Payment Concern"
"C001169","Mass Affluent","Khyber Pakhtunkhwa",42,"Business Owner","82883.00","3","6755384.56","5904317.40","61","18","10.25",70,"29.51","High Payment Concern"
"C008383","Mass Market","Punjab",38,"Self-Employed","73053.73","4","9263659.06","5901945.61","55","23","12.18",74,"41.82","High Payment Concern"
"C000397","Mass Market","Khyber Pakhtunkhwa",30,"Salaried","56967.04","1","6586140.67","5901507.69","4","0","0.00",0,"0.00","No Late Payments"
"C004813","Affluent","Sindh",35,"Retired","106300.55","2","6433293.17","5899177.75","28","6","8.75",74,"21.43","High Payment Concern"
"C009386","Affluent","Sindh",42,"Student","57713.22","2","8989921.87","5898527.99","48","3","0.17",6,"6.25","Repeated Late Payments"
"C008801","Mass Market","Punjab",36,"Salaried","66897.78","3","7491977.52","5897609.48","35","4","0.34",5,"11.43","Repeated Late Payments"
"C002020","Mass Market","Punjab",27,"Salaried","24924.38","3","9131312.34","5896669.86","61","12","0.43",7,"19.67","Repeated Late Payments"
"C001103","Mass Affluent","Khyber Pakhtunkhwa",33,"Salaried","177177.92","4","8344595.70","5894881.25","74","28","12.38",143,"37.84","High Payment Concern"
"C000319","Premium","Punjab",45,"Self-Employed","567531.20","5","8861332.84","5894079.63","63","16","0.37",2,"25.40","Repeated Late Payments"
"C000488","Mass Market","Punjab",46,"Salaried","50423.71","3","10299072.95","5892786.82","73","19","0.51",7,"26.03","Repeated Late Payments"
"C008781","Mass Affluent","Sindh",56,"Salaried","84443.61","2","6239252.74","5891985.93","22","1","0.18",4,"4.55","Occasional Late Payments"
"C001551","Mass Market","Punjab",47,"Salaried","57729.78","3","7313938.26","5890148.04","73","23","0.45",2,"31.51","Repeated Late Payments"
"C004548","Mass Market","Punjab",46,"Salaried","77788.29","5","7908411.47","5888765.13","76","22","14.38",141,"28.95","High Payment Concern"
"C001010","Affluent","Sindh",38,"Business Owner","291782.71","4","6885942.32","5881881.27","42","3","0.31",7,"7.14","Repeated Late Payments"
"C004983","Affluent","Punjab",44,"Self-Employed","267963.83","4","13367658.75","5880775.14","99","27","0.36",3,"27.27","Repeated Late Payments"
"C009265","Mass Market","Punjab",41,"Salaried","56153.54","2","7098662.04","5878835.37","15","2","0.80",7,"13.33","Occasional Late Payments"
"C007939","Mass Market","Punjab",35,"Salaried","56140.34","3","7423707.06","5878196.32","60","2","0.17",7,"3.33","Occasional Late Payments"
"C006257","Mass Affluent","Sindh",58,"Business Owner","121110.31","1","6564236.50","5877913.47","14","5","15.64",58,"35.71","High Payment Concern"
"C000007","Mass Market","Khyber Pakhtunkhwa",61,"Self-Employed","40925.65","3","8871978.06","5877092.98","77","22","9.58",73,"28.57","High Payment Concern"
"C008003","Premium","Punjab",33,"Business Owner","654178.77","5","8502230.16","5876496.94","84","21","0.42",4,"25.00","Repeated Late Payments"
"C006501","Affluent","Balochistan",28,"Business Owner","195251.20","3","6958558.44","5876029.43","31","2","1.55",44,"6.45","Occasional Late Payments"
"C004337","Mass Market","Punjab",35,"Salaried","88517.21","3","18860426.24","5871139.22","35","7","0.29",2,"20.00","Repeated Late Payments"
"C007390","Premium","Punjab",37,"Salaried","313832.82","3","6751822.42","5866958.75","45","3","0.27",6,"6.67","Repeated Late Payments"
"C000071","Mass Affluent","Punjab",55,"Salaried","58302.02","1","7143657.56","5863953.24","9","6","35.44",72,"66.67","High Payment Concern"
"C003635","Mass Affluent","Sindh",44,"Salaried","122365.46","3","7374690.94","5862237.94","62","3","0.19",7,"4.84","Repeated Late Payments"
"C003840","Mass Market","Punjab",54,"Salaried","52192.36","2","8690842.49","5861193.52","27","14","24.26",73,"51.85","High Payment Concern"
"C002307","Mass Market","Sindh",55,"Salaried","29234.02","2","7013529.98","5856623.01","19","0","0.00",0,"0.00","No Late Payments"
"C007218","Affluent","Khyber Pakhtunkhwa",28,"Business Owner","540479.26","3","8000000.00","5854491.96","48","4","0.42",7,"8.33","Repeated Late Payments"
"C003245","Mass Market","Punjab",43,"Salaried","73982.82","3","9365565.91","5848479.92","44","2","0.05",1,"4.55","Occasional Late Payments"
"C004366","Mass Affluent","Punjab",41,"Salaried","134580.74","5","12562953.36","5848360.06","101","20","1.99",70,"19.80","High Payment Concern"
"C002341","Mass Market","Punjab",38,"Salaried","76816.32","4","7739454.67","5846511.20","57","10","3.51",69,"17.54","High Payment Concern"
